country,year,maternal_education_standardized,u5mr_standardized,prop_urban_standardized,vitA_standardized,incidence_standardized,mcv1_standardized
MLI,1999,-1.506091953,1.784752469,-0.861787498,1.57594714,1.112723648,-2.358068791
MMR,1999,-0.577222154,0.249211219,-0.897769413,0.14460015,0.793234564,-2.358068791
MNG,1999,0.59230558,-0.108173135,0.436653277,0.14580129,0.71111389,-2.358068791
MOZ,1999,-1.228859362,1.589402546,-0.804700375,1.673428156,1.097292464,-2.358068791
MRT,1999,-0.765307354,0.56570838,-0.388242199,0.705049045,0.994961479,-2.358068791
MUS,1999,0.288583269,-0.835056566,-0.183060148,-1.070591815,0.584671809,-2.358068791
MWI,1999,-0.690815416,1.665119571,-1.449865516,1.702517404,1.124623787,-2.358068791
MYS,1999,0.305395901,-0.977404572,0.621223024,-1.304761743,0.760008829,-2.358068791
NAM,1999,0.070245296,0.006916742,-0.673364146,-0.658780147,0.900888341,-2.358068791
NER,1999,-1.598943139,2.402603386,-1.379021921,1.279799366,1.246116754,-2.358068791
NGA,1999,-0.540585955,1.706006764,-0.56344679,0.522372774,1.104382573,-2.358068791
NIC,1999,-0.212279303,-0.526131108,0.365540826,-1.152038996,0.864207316,-2.358068791
NIU,1999,0.945331791,-0.442001081,-0.177073618,-0.618245759,1.126112877,-2.358068791
NPL,1999,-1.206898263,0.128063981,-1.524473098,0.276226834,0.942434399,-2.358068791
NRU,1999,0.53083267,-0.476157872,2.380348812,-0.28485472,0.925440549,-2.358068791
OMN,1999,-0.220591027,-0.8774581,1.107270133,-0.902710164,0.811251429,-2.358068791
PAK,1999,-1.031303808,0.53542157,-0.631601824,-0.163042319,1.037231643,-2.358068791
PAN,1999,0.823217201,-0.741167456,0.652992859,-1.04659706,0.742974037,-2.358068791
PER,1999,0.546562918,-0.515530724,1.153961485,-0.503638438,0.804943663,-2.358068791
PHL,1999,0.767064567,-0.560960939,-0.029498477,0.171169667,0.880045549,-2.358068791
PLW,1999,1.22510123,-0.703308944,1.06214711,-0.60189343,0.525036447,-2.358068791
PNG,1999,-1.102391008,-0.049113856,-1.50126185,-0.806127768,0.899404133,-2.358068791
POL,1999,1.236420194,-0.992547977,0.662895727,-0.144040862,0.389590035,-2.358068791
PRK,1999,0.339111735,-0.123316539,0.558131448,-0.761714168,0.657426002,-2.358068791
PRY,1999,0.315089938,-0.618505877,0.350171216,-0.275963983,0.852535966,-2.358068791
QAT,1999,0.378799705,-0.947117762,2.205816361,-1.135307955,0.664352266,-2.358068791
ROU,1999,1.170000409,-0.795683714,0.281388851,-0.016596855,0.417761695,-2.358068791
RUS,1999,1.735056356,-0.839599588,1.186358651,-1.42889012,0.333707362,-2.358068791
RWA,1999,-0.867069124,1.896813664,-1.470388202,0.152975012,1.057503179,-2.358068791
SAU,1999,-0.378247572,-0.789626352,1.466954852,-0.979177796,0.824797716,-2.358068791
SDN,1999,-0.691344616,0.486962675,-0.646881816,-0.14705483,1.062947275,-2.358068791
SEN,1999,-1.280549467,0.892805924,-0.300281429,1.141367664,1.037626996,-2.358068791
SLB,1999,-0.778980672,-0.671507794,-1.406221201,-0.243535739,0.961391593,-2.358068791
SLE,1999,-1.301351684,2.339001085,-0.515052683,1.1841276,1.158606511,-2.358068791
SLV,1999,-0.208208262,-0.610934175,0.514352705,-0.148663168,0.918370344,-2.358068791
SOM,1999,-1.308895665,1.471283989,-0.627344935,1.115401843,1.20808986,-2.358068791
SRB,1999,1.321659096,-0.945603422,0.253920714,0.363131201,0.350732989,-2.358068791
STP,1999,-0.578138415,0.179551557,0.250425584,1.870885117,1.088701925,-2.358068791
SUR,1999,0.157537499,-0.653335708,0.873454902,-0.802571063,0.790522428,-2.358068791
SVK,1999,1.422434574,-0.991033636,0.421910998,-0.07631477,0.387851516,-2.358068791
SVN,1999,1.504778963,-1.056150277,0.17250211,-0.263946916,0.325464347,-2.358068791
SWZ,1999,-0.014286476,0.479390973,-1.078171889,0.038833793,0.943810481,-2.358068791
SYC,1999,0.747095855,-0.935003038,0.150545525,-0.701342212,0.618647785,-2.358068791
SYR,1999,-0.02096458,-0.780540309,0.210590065,-0.580127461,0.883620395,-2.358068791
TCD,1999,-1.551528206,1.69389204,-1.132525641,1.344307416,1.166832145,-2.358068791
TGO,1999,-1.013566034,0.726228471,-0.646075247,1.310901904,1.00201054,-2.358068791
THA,1999,0.244273312,-0.794169373,-0.712886,-0.497692611,0.558295519,-2.358068791
TJK,1999,0.767211759,0.21892441,-0.901488589,0.119412771,0.984332194,-2.358068791
TKM,1999,0.592201065,-0.036999132,-0.053292246,-0.632431024,0.782322585,-2.358068791
TON,1999,0.49616071,-0.882001121,-1.070688726,-0.245245616,0.914258035,-2.358068791
TTO,1999,0.954928087,-0.71996669,0.398475704,-0.945025051,0.569659374,-2.358068791
TUN,1999,-0.255751952,-0.656364389,0.724329357,-1.334209892,0.620900559,-2.358068791
TUR,1999,0.258193641,-0.526131108,0.7772044,-0.362620223,0.743189502,-2.358068791
TUV,1999,0.017768342,-0.488272596,-0.056966614,-0.194572116,0.974125125,-2.358068791
TZA,1999,-0.495789715,0.930664436,-1.117156031,0.497408589,1.068048034,-2.358068791
UGA,1999,-0.543909845,1.159329849,-1.456273254,0.60187016,1.202368135,-2.358068791
UKR,1999,1.673378254,-0.856257333,0.90638978,-1.401788863,0.372141716,-2.358068791
UZB,1999,1.185407763,-0.182375818,-0.055308667,-0.621424277,0.757810172,-2.358068791
VCT,1999,0.21265071,-0.806284097,-0.092097151,-0.823161801,0.741130772,-2.358068791
VEN,1999,0.344061079,-0.47161485,1.809567206,-0.715959244,0.750692869,-2.358068791
VNM,1999,0.313363967,-0.669993454,-1.033362531,-0.453622434,0.636989325,-2.358068791
VUT,1999,-0.333049593,-0.707851966,-1.142473318,0.227218204,0.933703122,-2.358068791
WSM,1999,0.579097142,-0.812341459,-1.119889402,-0.057933079,0.952209438,-2.358068791
YEM,1999,-1.359710174,0.361272415,-0.946656422,0.731218097,1.053840721,-2.358068791
ZAF,1999,0.569385317,-0.083943687,0.427153693,-0.238222353,0.73239407,-2.358068791
ZMB,1999,-0.165021232,1.303192195,-0.520698663,1.244391982,1.140545341,-2.358068791
ZWE,1999,0.189587556,0.326442584,-0.606329346,0.280950626,0.980598009,-2.358068791
AFG,2000,-1.523070078,0.812545879,-1.111286005,0.234699231,1.224414606,-2.358068791
AGO,2000,-1.039277042,1.951329922,0.143779311,0.821107831,1.109285977,-2.358068791
ALB,2000,0.741542028,-0.732081413,-0.230199593,0.384668893,0.711719049,-2.358068791
ARE,2000,0.70450236,-0.975890231,1.494736655,-1.077720614,0.577548624,-2.358068791
ARM,2000,1.307706244,-0.680593837,0.797054946,-1.491734328,0.593948291,-2.358068791
ATG,2000,0.827203007,-0.90925925,-0.660996763,-1.075962505,0.617340726,-2.358068791
AZE,2000,1.037230686,-0.017312706,0.201986668,-0.590835489,0.609767189,-2.358068791
BDI,2000,-1.30648549,1.195674021,-1.731089049,0.163477919,1.128564387,-2.358068791
BEN,2000,-1.290302212,0.927635755,-0.382909886,1.902120888,1.054914936,-2.358068791
BFA,2000,-1.559570698,1.565173099,-1.301008828,1.681954196,1.107111192,-2.358068791
BGD,2000,-0.800947951,0.15835079,-1.043534255,-0.212267547,0.884104671,-2.358068791
BGR,2000,1.430551068,-0.87897244,0.98673296,0.157966173,0.329982896,-2.358068791
BHR,2000,-0.043868617,-0.954689464,1.859305594,-1.054491471,0.605522354,-2.358068791
BHS,2000,1.223377224,-0.897144526,1.574094028,-1.171811305,0.660733857,-2.358068791
BIH,2000,0.843663117,-0.994062317,-0.201387175,0.189331009,0.365435021,-2.358068791
BLR,2000,1.455774747,-0.951660783,1.03485821,-1.419714381,0.375959415,-2.358068791
BLZ,2000,0.171301681,-0.786597671,-0.06633177,-1.054070141,0.880902364,-2.358068791
BOL,2000,0.247999347,0.00085938,0.668048803,-0.820417754,0.883168406,-2.358068791
BRA,2000,0.101655215,-0.618505877,1.537574401,-0.070203325,0.667832511,-2.358068791
BRB,2000,1.259435039,-0.915316612,-0.584820854,-1.144829022,0.535012292,-2.358068791
BTN,2000,-1.298493494,0.025088828,-0.961622748,-0.153123002,0.800452668,-2.358068791
BWA,2000,0.034807442,0.075062064,0.284122222,0.265549138,0.851837911,-2.358068791
CAF,2000,-1.340659058,1.41373905,-0.41400758,0.916722985,1.134298406,-2.358068791
CHN,2000,0.146107884,-0.588219068,-0.49296167,-0.974562811,0.491514931,-2.358068791
CIV,2000,-1.106207624,1.026067887,-0.16683916,1.284876335,1.092138465,-2.358068791
CMR,2000,-0.372735684,1.03515393,-0.059879222,1.564265886,1.053163658,-2.358068791
COD,2000,-0.675173417,1.268362364,-0.526792735,0.98875079,1.155602178,-2.358068791
COG,2000,-0.16532142,0.583880466,0.529498268,1.751223814,0.982302885,-2.358068791
COK,2000,1.122941155,-0.47127833,-0.162011699,-0.653576391,0.956140599,-2.358068791
COL,2000,0.223457632,-0.763882564,1.213378694,-1.043815761,0.712531302,-2.358068791
COM,2000,-0.749999811,0.379444501,-0.842340236,1.005687274,0.990069706,-2.358068791
CPV,2000,-0.82992739,-0.567018301,0.293801043,-1.452188855,0.89663593,-2.358068791
CRI,2000,0.59608393,-0.945603422,0.545495209,-1.050009411,0.640176989,-2.358068791
CUB,2000,0.949687061,-1.010720062,1.274588277,-1.288258685,0.482938152,-2.358068791
CZE,2000,1.446552217,-1.060693298,1.214767784,-0.184886307,0.299727597,-2.358068791
DJI,2000,-1.077930498,0.385501863,1.328762791,-0.542110934,0.903456273,-2.358068791
DMA,2000,1.47436562,-0.888058483,0.823895752,-1.067631252,0.713846138,-2.358068791
DOM,2000,0.323605859,-0.538245832,0.666525285,-0.541224473,0.782221886,-2.358068791
DZA,2000,-0.429364586,-0.542788853,0.584344922,-0.835619085,0.657105902,-2.358068791
ECU,2000,0.567223132,-0.697251582,0.601372478,-0.435005265,0.793039899,-2.358068791
EGY,2000,0.006906227,-0.43829936,-0.18288091,-1.110586254,0.814469229,-2.358068791
ERI,2000,-1.161608126,0.146236066,-0.909240608,0.763203475,1.044287839,-2.358068791
EST,2000,1.6435388,-0.978918912,1.007748549,-1.46355625,0.365644822,-2.358068791
ETH,2000,-1.377536111,0.986695034,-1.440097076,1.828309586,1.120050465,-2.358068791
FJI,2000,0.786974748,-0.804769757,0.04613972,-0.620263356,0.800133256,-2.358068791
FSM,2000,0.23611703,-0.571561322,-1.099994047,0.878635763,0.987554082,-2.358068791
GAB,2000,-0.133092252,0.111406235,1.433930355,-0.069009055,0.91502378,-2.358068791
GEO,2000,1.557732773,-0.589733408,0.258087984,-0.72330641,0.602044709,-2.358068791
GHA,2000,-0.214547697,0.365815436,-0.132156717,1.822711657,0.971546027,-2.358068791
GIN,2000,-1.355601965,1.342565048,-0.717366936,1.050969191,1.077121432,-2.358068791
GMB,2000,-1.184725079,0.573280083,0.044347345,1.622635479,1.074111327,-2.358068791
GNB,2000,-1.352581415,1.487941734,-0.476561445,1.909305403,1.076538866,-2.358068791
GNQ,2000,-0.14114708,1.213846107,0.099194,0.776203244,1.024414376,-2.358068791
GRD,2000,0.347866041,-0.90925925,-0.500982545,-0.898566121,0.682976741,-2.358068791
GTM,2000,-0.580539847,-0.355010633,-0.069289187,-0.679141317,0.968720151,-2.358068791
GUY,2000,0.629751452,-0.441328041,-0.81482729,-0.743037997,0.864873361,-2.358068791
HND,2000,-0.353044845,-0.583676046,-0.063643208,-0.886248156,0.925136022,-2.358068791
HRV,2000,1.279596564,-1.018291765,0.293487378,0.033414017,0.45739523,-2.358068791
HTI,2000,-0.72092913,0.429417737,-0.505373862,0.306962139,0.972667718,-2.358068791
HUN,2000,1.225970555,-0.991033636,0.792977294,-0.109539684,0.334103651,-2.358068791
IDN,2000,0.150507615,-0.353496293,-0.21850435,0.202259492,0.744747519,-2.358068791
IND,2000,-0.568586791,0.244668198,-0.860846501,0.681129419,0.881365388,-2.358068791
IRN,2000,-0.290414391,-0.59579077,0.769093906,-1.347247072,0.550948231,-2.358068791
IRQ,2000,-0.284750559,-0.47010051,0.968674788,-0.376084196,0.94872699,-2.358068791
JAM,2000,0.975672403,-0.807798438,0.221165073,-1.112626434,0.718267542,-2.358068791
JOR,2000,0.870979062,-0.738138775,1.406641456,-0.33661124,0.871039243,-2.358068791
KAZ,2000,1.128133247,-0.50038732,0.413128364,0.101623884,0.646512166,-2.358068791
KEN,2000,0.02722877,0.347643351,-1.209239262,1.60049088,1.010881266,-2.358068791
KGZ,2000,1.174539055,-0.389840464,-0.518906288,-0.731720703,0.747208674,-2.358068791
KHM,2000,-0.878259175,0.465761908,-1.267760284,-0.239901185,0.856716759,-2.358068791
KIR,2000,0.267836081,-0.112716156,-0.175666604,0.663826016,0.927893592,-2.358068791
KNA,2000,0.941341673,-0.78356899,-0.631825871,-1.095449168,0.662308255,-2.358068791
KWT,2000,0.711063004,-0.956203805,2.335539453,-1.108033061,0.627628545,-2.358068791
LAO,2000,-0.885844491,0.479390973,-1.11581175,0.698211478,0.962435171,-2.358068791
LBN,2000,0.683184026,-0.842628269,1.753017796,-1.042399796,0.682329386,-2.358068791
LBR,2000,-0.89847095,1.728721871,-0.114143355,0.905857917,1.134587499,-2.358068791
LBY,2000,0.009952967,-0.718452349,1.322265434,-1.066220542,0.703096919,-2.358068791
LCA,2000,0.504691484,-0.865343376,-0.8560519,-1.054708657,0.689968616,-2.358068791
LKA,2000,0.488850733,-0.894115845,-1.276991012,-0.069343204,0.639415577,-2.358068791
LSO,2000,0.093739366,0.474847951,-1.224653681,0.987003063,0.923953472,-2.358068791
LTU,2000,1.847605039,-0.981947593,0.901012657,-1.464801067,0.45320991,-2.358068791
LVA,2000,1.757920778,-0.928945676,0.949451574,-1.455775072,0.370759213,-2.358068791
MAR,2000,-0.945876343,-0.351981952,0.289320107,0.074037938,0.758314556,-2.358068791
MDA,2000,1.534514692,-0.666964773,-0.10258254,-1.378392164,0.53206207,-2.358068791
MDG,2000,-0.398569945,0.452132844,-0.885312411,0.702281137,1.026399852,-2.358068791
MDV,2000,-0.799288244,-0.553389237,-0.859098936,-0.924548606,0.701852461,-2.358068791
MEX,2000,0.220690111,-0.713909328,1.247657853,-0.255627497,0.769594647,-2.358068791
MHL,2000,0.214324164,-0.507959022,0.972438774,0.769631995,1.022864255,-2.358068791
MKD,2000,1.049696772,-0.901687548,0.522911292,0.117774408,0.482146251,-2.358068791
MLI,2000,-1.49371647,1.69389204,-0.829972853,1.538978998,1.113828069,-2.358068791
MMR,2000,-0.549729475,0.212867048,-0.889614109,0.106226583,0.784942247,-2.358068791
MNG,2000,0.611070509,-0.182375818,0.45950605,0.085141954,0.701762884,-2.358068791
MOZ,2000,-1.20356209,1.436454158,-0.79672431,1.618464099,1.086388431,-2.358068791
MRT,2000,-0.733458518,0.559651018,-0.393753751,0.675131118,0.986025421,-2.358068791
MUS,2000,0.323544453,-0.859286014,-0.188571699,-1.083329813,0.591064426,-2.358068791
MWI,2000,-0.650143643,1.500056458,-1.445922293,1.765431257,1.109649757,-2.358068791
MYS,2000,0.348492313,-0.989519296,0.676562582,-1.312376252,0.742140967,-2.358068791
NAM,2000,0.104991731,0.003888061,-0.649973661,-0.673160321,0.896889814,-2.358068791
NER,2000,-1.590022196,2.261769721,-1.375302744,1.245478067,1.24181304,-2.358068791
NGA,2000,-0.499944394,1.625746718,-0.539428974,0.529236686,1.107980124,-2.358068791
NIC,2000,-0.184091376,-0.560960939,0.37221742,-1.181214982,0.850050816,-2.358068791
NIU,2000,0.974690558,-0.47127833,-0.162011699,-0.628959846,1.126454722,-2.358068791
NPL,2000,-1.173473157,0.053861297,-1.500276044,0.243744683,0.929352979,-2.358068791
NRU,2000,0.558906988,-0.498872979,2.380348812,-0.28354601,0.929935296,-2.358068791
OMN,2000,-0.134340176,-0.894115845,1.106373946,-0.925762518,0.799745338,-2.358068791
PAK,2000,-1.000704308,0.488477016,-0.622684762,-0.204028229,1.020552933,-2.358068791
PAN,2000,0.849893953,-0.750253499,0.68646545,-1.046894055,0.73534052,-2.358068791
PER,2000,0.571777898,-0.56550396,1.172378131,-0.538582763,0.794600973,-2.358068791
PHL,2000,0.795795705,-0.573075663,-0.033307272,0.183955453,0.874247577,-2.358068791
PLW,2000,1.247668069,-0.712394987,1.051213626,-0.612522234,0.507174136,-2.358068791
PNG,2000,-1.086209044,-0.067285942,-1.50892425,-0.803256614,0.896039649,-2.358068791
POL,2000,1.257528894,-1.00314836,0.664867339,-0.166029305,0.364747336,-2.358068791
PRK,2000,0.379157223,-0.235377735,0.561626578,-0.742383044,0.642327812,-2.358068791
PRY,2000,0.346732434,-0.630620601,0.378759586,-0.27192778,0.836564947,-2.358068791
QAT,2000,0.446158706,-0.954689464,2.215047089,-1.147678631,0.664917553,-2.358068791
ROU,2000,1.196410118,-0.816884481,0.27448821,-0.045582494,0.416450615,-2.358068791
RUS,2000,1.746623595,-0.851714312,1.186179413,-1.432875051,0.329262887,-2.358068791
RWA,2000,-0.837599874,1.660576549,-1.431762535,0.144739489,1.087988099,-2.358068791
SAU,2000,-0.303851645,-0.810827119,1.477350624,-1.008215319,0.817067705,-2.358068791
SDN,2000,-0.647734828,0.435475099,-0.64450692,-0.169458353,1.048624503,-2.358068791
SEN,2000,-1.263295418,0.8170889,-0.293873691,1.081223347,1.032229222,-2.358068791
SLB,2000,-0.751563205,-0.679079497,-1.392016635,-0.253164111,0.960275338,-2.358068791
SLE,2000,-1.277079899,2.261769721,-0.504208819,1.172142317,1.119697268,-2.358068791
SLV,2000,-0.180140888,-0.641220985,0.539221898,-0.192485328,0.892682623,-2.358068791
SOM,2000,-1.286538757,1.471283989,-0.610810282,1.1080243,1.206864472,-2.358068791
SRB,2000,1.359215271,-0.953175124,0.26395801,0.371205,0.337739648,-2.358068791
STP,2000,-0.53759911,0.097777171,0.29330814,1.801518167,1.094665699,-2.358068791
SUR,2000,0.185111524,-0.671507794,0.876725985,-0.812472145,0.780730517,-2.358068791
SVK,2000,1.437384224,-0.995576657,0.419177628,-0.09443406,0.37858811,-2.358068791
SVN,2000,1.529847429,-1.060693298,0.173667153,-0.283819059,0.322757379,-2.358068791
SWZ,2000,0.022068137,0.555107997,-1.084041915,0.017991201,0.946439886,-2.358068791
SYC,2000,0.785911041,-0.935003038,0.159283349,-0.725476865,0.609442486,-2.358068791
SYR,2000,0.048164745,-0.795683714,0.227124718,-0.597775508,0.875940506,-2.358068791
TCD,2000,-1.538774161,1.642404463,-1.131046932,1.326859238,1.159954161,-2.358068791
TGO,2000,-0.981821174,0.671712214,-0.626045464,1.29022167,1.001004338,-2.358068791
THA,2000,0.282710979,-0.810827119,-0.694200498,-0.545760111,0.531186364,-2.358068791
TJK,2000,0.780500459,0.122006619,-0.913094213,0.161654756,0.934552002,-2.358068791
TKM,2000,0.610257625,-0.088486708,-0.04325495,-0.635801042,0.763144529,-2.358068791
TON,2000,0.532384979,-0.888058483,-1.069434064,-0.258915462,0.907379261,-2.358068791
TTO,2000,0.978691724,-0.72148103,0.404480158,-0.958789234,0.567543564,-2.358068791
TUN,2000,-0.202892339,-0.69119422,0.741760198,-1.34087284,0.599528676,-2.358068791
TUR,2000,0.314137548,-0.570046982,0.800415648,-0.387683743,0.723425047,-2.358068791
TUV,2000,0.061214009,-0.506444682,-0.038549967,-0.2123882,0.958501676,-2.358068791
TZA,2000,-0.461972733,0.820117581,-1.100935043,0.43969541,1.057601878,-2.358068791
UGA,2000,-0.507572546,1.06846942,-1.438035845,0.558732,1.200455802,-2.358068791
UKR,2000,1.688536825,-0.866857716,0.908137345,-1.400777189,0.355812315,-2.358068791
UZB,2000,1.206476499,-0.224777352,-0.033710557,-0.639041027,0.734048224,-2.358068791
VCT,2000,0.240758249,-0.807798438,-0.075831353,-0.845162845,0.733179117,-2.358068791
VEN,2000,0.368401684,-0.816884481,1.822875585,-0.716080851,0.744112644,-2.358068791
VNM,2000,0.342432256,-0.692708561,-1.008403718,-0.445935357,0.628312296,-2.358068791
VUT,2000,-0.303600428,-0.712394987,-1.129433795,0.225926603,0.92329233,-2.358068791
WSM,2000,0.608041328,-0.822941842,-1.11581175,-0.069772875,0.946609874,-2.358068791
YEM,2000,-1.328298978,0.294641434,-0.923579603,0.663032493,1.040718363,-2.358068791
ZAF,2000,0.603363475,-0.06122858,0.448662185,-0.242166605,0.720636207,-2.358068791
ZMB,2000,-0.126136004,1.216874788,-0.54113173,1.230079271,1.116711043,-2.358068791
ZWE,2000,0.229128634,0.302213136,-0.5879127,0.269179738,1.005392944,-2.358068791
AFG,2001,-1.506374415,0.751972259,-1.107208353,0.228068865,1.227936082,-2.358068791
AGO,2001,-0.99883268,1.860469493,0.19696802,0.751606839,1.125157452,-2.358068791
ALB,2001,0.760758184,-0.75328218,-0.199101898,0.351470685,0.70030413,-2.358068791
ARE,2001,0.795797697,-0.978918912,1.513511776,-1.07902315,0.591236506,-2.358068791
ARM,2001,1.317472646,-0.703308944,0.784463516,-1.492295538,0.577604325,-2.358068791
ATG,2001,0.854850291,-0.915316612,-0.678337985,-1.084412494,0.646237376,-2.358068791
AZE,2001,1.050613537,-0.09454407,0.210993349,-0.608952088,0.593993444,-2.358068791
BDI,2001,-1.283741186,1.118442656,-1.721455037,0.159504708,1.127034995,-2.358068791
BEN,2001,-1.269461791,0.880691201,-0.368705319,1.817137658,1.059394266,-2.358068791
BFA,2001,-1.548384467,1.504599479,-1.269821514,1.614041893,1.113037292,-2.358068791
BGD,2001,-0.765958884,0.084148107,-1.02086072,-0.230315805,0.884593782,-2.358068791
BGR,2001,1.439365448,-0.891087164,0.998697058,0.144582683,0.339370835,-2.358068791
BHR,2001,0.005601066,-0.962261167,1.859171166,-1.061427774,0.610168689,-2.358068791
BHS,2001,1.24790683,-0.895630186,1.575976021,-1.175016373,0.648780692,-2.358068791
BIH,2001,0.879127226,-0.998605338,-0.187317037,0.156295551,0.36197297,-2.358068791
BLR,2001,1.476188163,-0.965289848,1.056590749,-1.420989538,0.379369707,-2.358068791
BLZ,2001,0.196607796,-0.798712395,-0.067093529,-1.067627743,0.884961882,-2.358068791
BOL,2001,0.278279271,-0.064257261,0.69130486,-0.837441336,0.885158888,-2.358068791
BRA,2001,0.13637733,-0.651821368,1.553750579,-0.079870569,0.664617907,-2.358068791
BRB,2001,1.285934935,-0.912287931,-0.593693107,-1.147290849,0.535755396,-2.358068791
BTN,2001,-1.273812417,-0.040027813,-0.91403521,-0.172583901,0.782475969,-2.358068791
BWA,2001,0.077287529,0.067490361,0.321896511,0.241477838,0.866475321,-2.358068791
CAF,2001,-1.316351974,1.391023943,-0.410378022,0.889828155,1.135382098,-2.358068791
CHN,2001,0.185657467,-0.62759192,-0.43847349,-0.977937193,0.495385494,-2.358068791
CIV,2001,-1.084738699,0.977608991,-0.148332895,1.201067145,1.106147971,-2.358068791
CMR,2001,-0.337065437,0.989723715,-0.033128035,1.507177643,1.061118875,-2.358068791
COD,2001,-0.629266832,1.201731383,-0.505956384,1.008445533,1.154268032,-2.358068791
COG,2001,-0.105643628,0.538450251,0.550155382,1.69510037,0.977261115,-2.358068791
COK,2001,1.147929264,-0.501116447,-0.147039398,-0.665047114,0.9510698,-2.358068791
COL,2001,0.253009364,-0.775997287,1.232288243,-1.048553847,0.712411434,-2.358068791
COM,2001,-0.700157146,0.373387139,-0.844311848,0.971237535,0.992710785,-2.358068791
CPV,2001,-0.788577388,-0.623048899,0.332157854,-1.454584181,0.898004242,-2.358068791
CRI,2001,0.615163291,-0.953175124,0.606346317,-1.044335627,0.640288246,-2.358068791
CUB,2001,0.977071909,-1.015263084,1.284984048,-1.294469544,0.476426195,-2.358068791
CZE,2001,1.458813112,-1.06523632,1.209793945,-0.193187844,0.305611122,-2.358068791
DJI,2001,-1.044331961,0.349157691,1.330824022,-0.597993146,0.914868553,-2.358068791
DMA,2001,1.498985582,-0.882001121,0.829138447,-1.079951292,0.706147907,-2.358068791
DOM,2001,0.357560173,-0.553389237,0.702910484,-0.564940067,0.791922431,-2.358068791
DZA,2001,-0.372570247,-0.554903577,0.619878743,-0.855818933,0.670329426,-2.358068791
ECU,2001,0.599043173,-0.71996669,0.623777157,-0.452495648,0.793451942,-2.358068791
EGY,2001,0.074453206,-0.479186553,-0.18081968,-1.101395471,0.818965913,-2.358068791
ERI,2001,-1.131043345,0.084148107,-0.870346085,0.736136723,1.023464735,-2.358068791
EST,2001,1.653196183,-0.991033636,1.00210257,-1.464954615,0.368174148,-2.358068791
ETH,2001,-1.352529363,0.894320265,-1.431717726,1.768090169,1.123056197,-2.358068791
FJI,2001,0.822968914,-0.806284097,0.063704988,-0.6299698,0.805952397,-2.358068791
FSM,2001,0.268827806,-0.588219068,-1.099994047,0.850867826,0.97620571,-2.358068791
GAB,2001,-0.073023367,0.088691128,1.467716611,-0.083342913,0.926745338,-2.358068791
GEO,2001,1.568607905,-0.62759192,0.247333738,-0.735118861,0.598843777,-2.358068791
GHA,2001,-0.182971543,0.305241817,-0.102044828,1.727158944,0.98239603,-2.358068791
GIN,2001,-1.337811733,1.239589895,-0.705044363,1.015879322,1.110731474,-2.358068791
GMB,2001,-1.155370086,0.50210608,0.084989433,1.528376792,1.087843895,-2.358068791
GNB,2001,-1.329045679,1.406167348,-0.459578698,1.882289126,1.086667602,-2.358068791
GNQ,2001,-0.067803819,1.148729466,0.177162283,0.665148522,1.015357731,-2.358068791
GRD,2001,0.380752014,-0.913802271,-0.491079677,-0.909882404,0.675893801,-2.358068791
GTM,2001,-0.554633738,-0.385297443,-0.054233243,-0.690134221,0.979530095,-2.358068791
GUY,2001,0.650053179,-0.459500127,-0.818770514,-0.755232286,0.869181948,-2.358068791
HND,2001,-0.329984689,-0.609419834,-0.040969673,-0.889579496,0.927759409,-2.358068791
HRV,2001,1.3025907,-1.022834786,0.30307658,0.021858303,0.450009248,-2.358068791
HTI,2001,-0.684592489,0.37793016,-0.431393612,0.274718489,0.966990317,-2.358068791
HUN,2001,1.242024822,-0.998605338,0.797234183,-0.12458105,0.348924859,-2.358068791
IDN,2001,0.189843928,-0.389840464,-0.183508241,0.190578,0.743756732,-2.358068791
IND,2001,-0.531291195,0.19015194,-0.849599352,0.682774522,0.879724791,-2.358068791
IRN,2001,-0.22224572,-0.62607758,0.801177407,-1.347521108,0.555719464,-2.358068791
IRQ,2001,-0.221563508,-0.485243915,0.971094494,-0.389097072,0.961107229,-2.358068791
JAM,2001,1.006194544,-0.816884481,0.23187451,-1.118573341,0.694399995,-2.358068791
JOR,2001,0.927296867,-0.748739159,1.407223978,-0.371449002,0.870704784,-2.358068791
KAZ,2001,1.144043935,-0.539760172,0.416399447,0.06654921,0.621926631,-2.358068791
KEN,2001,0.058197623,0.28252671,-1.193690415,1.468597932,1.024142106,-2.358068791
KGZ,2001,1.190666441,-0.426184636,-0.518995907,-0.741451752,0.744759436,-2.358068791
KHM,2001,-0.851144202,0.318870881,-1.262517589,-0.264242898,0.856416145,-2.358068791
KIR,2001,0.306132455,-0.135431263,-0.152589784,0.648289579,0.920327908,-2.358068791
KNA,2001,0.970243752,-0.800226735,-0.639891556,-1.103235008,0.649141428,-2.358068791
KWT,2001,0.769219442,-0.959232486,2.376226351,-1.112771459,0.635446838,-2.358068791
LAO,2001,-0.854939259,0.417303013,-1.070285442,0.669427587,0.954549403,-2.358068791
LBN,2001,0.737218885,-0.860800355,1.7583053,-1.04401641,0.68156592,-2.358068791
LBR,2001,-0.86154136,1.530343268,-0.098818554,0.870777661,1.136427705,-2.358068791
LBY,2001,0.103169223,-0.730567073,1.327418511,-1.071876446,0.691188923,-2.358068791
LCA,2001,0.534140122,-0.866857716,-0.869539517,-1.056803403,0.670071234,-2.358068791
LKA,2001,0.526097392,-0.901687548,-1.277663152,-0.113691064,0.6552215,-2.358068791
