country,year,maternal_education_standardized,u5mr_standardized,prop_urban_standardized,vitA_standardized,incidence_standardized,mcv1_standardized
UGA,1985,-1.06377707,1.846840428,-1.69049177,0.745295246,1.207624994,-2.358068791
VCT,1985,-0.174325538,-0.656364389,-0.370856168,-0.427148223,0.862120859,-2.358068791
VEN,1985,-0.036883918,-0.59579077,1.570419661,-0.447582524,0.69999236,-2.358068791
VNM,1985,-0.187973806,-0.205090926,-1.22407116,-0.215587327,0.8852737,-2.358068791
VUT,1985,-0.743638609,-0.427698976,-1.351284928,0.492812445,0.966030878,-2.358068791
WSM,1985,0.138015472,-0.604876813,-1.150628621,0.20880271,0.991336622,-2.358068791
YEM,1985,-1.657356675,1.197188361,-1.277304677,1.284941426,1.210000808,-2.358068791
ZAF,1985,0.072270637,-0.017312706,0.11174062,0.028493374,0.871963797,-2.358068791
ZMB,1985,-0.788537903,1.386480922,-0.323671914,1.538068491,1.152067799,-2.358068791
ZWE,1985,-0.356754573,0.105348873,-0.961801986,0.973777801,1.016780421,-2.358068791
AFG,1986,-1.681743264,1.951329922,-1.220217555,0.272560576,1.243350555,-2.358068791
AGO,1986,-1.464593562,2.257226699,-0.682684493,1.199684998,1.173353744,-2.358068791
ALB,1986,0.346526167,-0.365611017,-0.516576202,0.775582975,0.732682135,-2.358068791
ARE,1986,-0.440845984,-0.822941842,1.467313327,-0.666010989,0.890776002,-2.358068791
ATG,1986,0.412351691,-0.938031719,-0.527688922,-0.946426315,0.717384243,-2.358068791
BDI,1986,-1.510975975,1.450083222,-1.857854723,0.402682973,1.198547865,-2.358068791
BEN,1986,-1.51730057,1.716607147,-0.688330472,2.317910444,1.11403271,-2.358068791
BFA,1986,-1.683721254,2.045219032,-1.525593332,2.100986386,1.151255527,-2.358068791
BGD,1986,-1.216388045,1.453111903,-1.29666232,0.194235927,1.050751514,-2.358068791
BGR,1986,1.198206749,-0.860800355,0.811976462,0.582971661,0.391154828,-2.358068791
BHR,1986,-0.701771464,-0.777511628,1.813824095,-0.926269035,0.613527355,-2.358068791
BHS,1986,0.822647892,-0.730567073,1.365282418,-1.072742125,0.744395712,-2.358068791
BLZ,1986,-0.174057318,-0.403469529,0.060478714,-0.745755555,1.022551541,-2.358068791
BOL,1986,-0.204470882,0.997295418,0.208663262,-0.577174557,0.987025169,-2.358068791
BRA,1986,-0.374803933,-0.023370068,1.067569042,0.227239261,0.755274329,-2.358068791
BRB,1986,0.848552722,-0.822941842,-0.37703986,-1.017573122,0.579361457,-2.358068791
BTN,1986,-1.541606234,1.16084419,-1.49221036,0.445468652,1.036061364,-2.358068791
BWA,1986,-0.499750026,-0.353496293,-0.779472707,0.884420834,1.000433167,-2.358068791
CAF,1986,-1.605968885,1.533371949,-0.493364954,1.230261053,1.17904497,-2.358068791
CHN,1986,-0.381898217,-0.327752505,-1.044923345,-0.657399984,0.677980521,-2.358068791
CIV,1986,-1.391750812,1.177501935,-0.392140614,1.94567479,1.128435846,-2.358068791
CMR,1986,-0.914957002,1.030610908,-0.4370844,2.899095995,1.094353271,-2.358068791
COD,1986,-1.223765823,1.808981916,-0.804252282,0.69655019,1.173610477,-2.358068791
COG,1986,-0.975947565,0.256782922,0.258267222,2.541278179,1.019380169,-2.358068791
COK,1986,0.760913416,-0.101779253,-0.358800957,-0.38473471,0.898342178,-2.358068791
COL,1986,-0.190473277,-0.515530724,0.927002085,-0.792560485,0.71467719,-2.358068791
COM,1986,-1.310383541,1.00486712,-0.938321882,1.516276585,1.095389344,-2.358068791
CPV,1986,-1.255425012,0.002373721,-0.582221912,-1.432441925,1.087867763,-2.358068791
CRI,1986,0.246941876,-0.822941842,-0.023538832,-0.815165831,0.783991246,-2.358068791
CUB,1986,0.428063316,-0.895630186,1.100145445,-1.209966263,0.241272308,-2.358068791
DJI,1986,-1.442845167,0.832232305,1.266119309,-0.133175346,0.943096571,-2.358068791
DMA,1986,1.063208272,-0.868372057,0.427646596,-0.891590425,0.744104031,-2.358068791
DOM,1986,-0.171997654,-0.090001049,0.325391641,-0.308780165,0.867686116,-2.358068791
DZA,1986,-1.135031184,-0.159660711,0.088798229,-0.480655676,0.983035623,-2.358068791
ECU,1986,0.106128502,-0.147545987,0.229185948,-0.168235459,0.832205802,-2.358068791
EGY,1986,-0.839836015,0.520278166,-0.131036483,-0.684373452,0.968180176,-2.358068791
ETH,1986,-1.616710743,2.155765887,-1.577258522,1.952746135,1.190232693,-2.358068791
FJI,1986,0.274307417,-0.630620601,-0.367585085,-0.300393361,0.889478606,-2.358068791
GAB,1986,-0.961699449,0.373387139,0.754262009,0.486413667,0.982037705,-2.358068791
GHA,1986,-0.672333826,1.126014359,-0.595395863,2.474033454,1.106137653,-2.358068791
GIN,1986,-1.556285324,2.66761297,-0.895304898,1.444752365,1.125217479,-2.358068791
GMB,1986,-1.481995856,1.743865276,-0.574873177,2.240122011,1.094495078,-2.358068791
GNB,1986,-1.59382225,2.47983475,-0.978829542,2.54234771,1.165309764,-2.358068791
GNQ,1986,-0.964944244,1.666633911,-0.717277317,1.839239345,1.057553604,-2.358068791
GRD,1986,-0.074957486,-0.727538392,-0.611706469,-0.475885548,0.883135224,-2.358068791
GTM,1986,-0.909224788,0.308270498,-0.278011178,-0.221568703,1.04451242,-2.358068791
GUY,1986,0.34516021,-0.152089009,-0.758860402,-0.36655344,0.953348824,-2.358068791
HND,1986,-0.689548959,-0.073343304,-0.383537217,-0.504702169,1.012998608,-2.358068791
HTI,1986,-1.099626683,1.310763898,-1.013736032,0.313488284,1.088622429,-2.358068791
HUN,1986,0.964074161,-0.827484864,0.824299036,0.210178786,0.199522452,-2.358068791
IDN,1986,-0.411042662,0.353700713,-0.892840383,0.891443992,0.869688444,-2.358068791
IND,1986,-1.022099078,1.001838439,-0.998948944,0.931233834,1.006817188,-2.358068791
IRN,1986,-1.090437515,-0.055171218,0.325077975,-1.196766862,1.031729869,-2.358068791
IRQ,1986,-1.087427743,-0.241435097,1.009003211,-0.240546212,1.019849915,-2.358068791
JAM,1986,0.534014629,-0.624563239,0.078402458,-0.966194998,0.807419795,-2.358068791
JOR,1986,-0.141245253,-0.506444682,0.960564294,-0.042536963,0.953611329,-2.358068791
KEN,1986,-0.524852415,0.31281352,-1.3755716,1.700398343,1.106805992,-2.358068791
KHM,1986,-1.175271739,0.642939745,-1.462412136,0.145275573,1.16489289,-2.358068791
KIR,1986,-0.186532788,0.456675865,-0.584776045,1.075947037,1.019976536,-2.358068791
KNA,1986,0.560961258,-0.606391153,-0.527061591,-0.877225402,0.885418362,-2.358068791
KWT,1986,-0.186443334,-0.818398821,2.287010918,-0.824938557,0.715017884,-2.358068791
LAO,1986,-1.272107295,1.497027777,-1.467968497,0.859090708,1.07042829,-2.358068791
LBN,1986,-0.085562643,-0.548846215,1.504505095,-0.754955571,0.806095827,-2.358068791
LBR,1986,-1.336992698,2.538894029,-0.086137506,1.205264373,1.161710055,-2.358068791
LBY,1986,-1.124704875,-0.356524974,1.28274358,-0.895249981,0.877777315,-2.358068791
LCA,1986,0.080936336,-0.769939926,-0.836739067,-0.796586246,0.940652388,-2.358068791
LKA,1986,-0.028551971,-0.729052733,-1.267267381,0.381337747,0.717334659,-2.358068791
LSO,1986,-0.369616763,0.276469348,-1.567131607,1.556084124,1.001787731,-2.358068791
MAR,1986,-1.34312149,0.334014286,-0.061850834,0.63768684,0.963991347,-2.358068791
MDG,1986,-0.930675025,1.50611382,-1.139784757,0.727053942,1.085182421,-2.358068791
MDV,1986,-1.199200692,0.480905313,-0.954811726,-0.045301285,1.109734953,-2.358068791
MEX,1986,-0.236221269,-0.317152121,1.0118262,-0.150101173,0.881860676,-2.358068791
MHL,1986,-0.103126248,-0.31412344,0.709452651,1.579912811,1.138294694,-2.358068791
MLI,1986,-1.640506828,2.703957142,-1.135034965,1.807944799,1.173111011,-2.358068791
MMR,1986,-0.94448052,0.756515281,-1.000427652,0.491517401,0.928722946,-2.358068791
MNG,1986,0.199520209,0.811031538,0.392067966,0.708775656,0.971727553,-2.358068791
MOZ,1986,-1.502713004,2.752416037,-1.224967347,2.091893724,1.156728982,-2.358068791
MRT,1986,-1.113433898,0.87917686,-0.459040986,1.30044432,1.049371069,-2.358068791
MUS,1986,-0.199120236,-0.709366306,-0.189960789,-0.868031262,0.436114887,-2.358068791
MWI,1986,-1.148318094,2.750901697,-1.634569691,1.69532476,1.144706516,-2.358068791
MYS,1986,-0.239501312,-0.835056566,-0.009289456,-1.138559622,0.808662382,-2.358068791
NER,1986,-1.696964182,3.980546168,-1.439066461,1.948887801,1.282567501,-2.358068791
NGA,1986,-1.05006276,2.017960903,-0.916992627,0.729842496,1.124009652,-2.358068791
NIC,1986,-0.603382697,0.049318276,0.227841668,-0.846318482,1.02393272,-2.358068791
NIU,1986,0.466822908,-0.101779253,-0.358800957,-0.423862851,1.203442631,-2.358068791
NPL,1986,-1.523927135,1.397081305,-1.757347333,0.62277326,1.047102408,-2.358068791
NRU,1986,0.15802557,0.09474849,2.380348812,-0.173563254,0.811555785,-2.358068791
OMN,1986,-1.098365884,-0.25203548,0.540655798,-0.430357315,1.028070506,-2.358068791
PAK,1986,-1.369391561,1.135100402,-0.774767724,0.136928756,1.077494092,-2.358068791
PAN,1986,0.433797763,-0.607905494,0.251097725,-0.970680511,0.777342918,-2.358068791
PER,1986,0.121425525,0.364301096,0.91405218,-0.057289934,0.968405488,-2.358068791
PHL,1986,0.336836278,-0.079400665,-0.164285027,0.231424251,0.957697914,-2.358068791
PLW,1986,0.663061376,-0.571561322,0.954873506,-0.331433141,0.687762202,-2.358068791
PNG,1986,-1.323046,0.249211219,-1.464607795,-0.735624017,0.960481532,-2.358068791
POL,1986,0.967140436,-0.84717129,0.601865381,0.179921205,0.510075709,-2.358068791
PRK,1986,-0.318674382,-0.618505877,0.489035417,-0.856563653,0.602455296,-2.358068791
PRY,1986,-0.076778527,-0.34441025,-0.051813537,-0.131935321,0.988815792,-2.358068791
QAT,1986,-0.524302524,-0.738138775,1.950178972,-0.899167756,0.852984489,-2.358068791
ROU,1986,0.75640907,-0.641220985,0.155877838,0.654887149,0.425782726,-2.358068791
RWA,1986,-1.239385076,1.198702702,-1.870849437,0.30029458,1.146394164,-2.358068791
SAU,1986,-1.157456928,-0.229320373,1.21082456,-0.142061138,0.964013516,-2.358068791
SDN,1986,-1.226296964,0.967008608,-1.024938371,0.195865566,1.15339546,-2.358068791
SEN,1986,-1.488444455,1.328935983,-0.401909054,2.02197518,1.093372028,-2.358068791
SLB,1986,-1.113401535,-0.504930341,-1.525369285,-0.021154059,0.986998347,-2.358068791
SLE,1986,-1.51411807,2.923536512,-0.65212451,1.636585802,1.127404074,-2.358068791
SLV,1986,-0.579066246,-0.003683641,0.014190647,0.330052521,1.063228129,-2.358068791
SOM,1986,-1.534915573,1.72569319,-0.831003469,1.301709057,1.19068667,-2.358068791
STP,1986,-1.069144399,0.588423487,-0.346345449,2.550170347,1.094831962,-2.358068791
SUR,1986,-0.228703951,-0.362582336,0.83030349,-0.579797724,0.89430714,-2.358068791
SWZ,1986,-0.485991713,0.087176788,-1.265295769,0.560852536,1.074538119,-2.358068791
SYC,1986,0.167759952,-0.851714312,0.107483731,-0.236823861,0.680541742,-2.358068791
SYR,1986,-0.837589915,-0.486758255,0.054698307,-0.276699185,1.026886104,-2.358068791
TCD,1986,-1.679447586,2.248140656,-1.20516161,1.66695957,1.135744072,-2.358068791
TGO,1986,-1.370038959,1.236561214,-0.892526718,1.879411186,1.07420208,-2.358068791
THA,1986,-0.241236261,-0.451928424,-0.829748807,0.220586026,0.64830077,-2.358068791
TON,1986,0.047883247,-0.765396904,-1.092555693,0.184705371,0.993408158,-2.358068791
TTO,1986,0.6545664,-0.644249665,0.291739813,-0.842717516,0.866601022,-2.358068791
TUN,1986,-0.928115549,-0.129373901,0.349006172,-1.196148387,0.922825005,-2.358068791
TUR,1986,-0.50049247,0.268897646,0.315981675,0.020187581,0.874745946,-2.358068791
TUV,1986,-0.441729213,-0.317152121,-0.510034035,0.364092645,1.099961478,-2.358068791
TZA,1986,-1.006871731,1.518228544,-1.328028871,1.231064498,1.100492824,-2.358068791
UGA,1986,-1.029040922,1.796867193,-1.67440521,0.723414811,1.21513786,-2.358068791
VCT,1986,-0.146881293,-0.695737242,-0.345942165,-0.490686713,0.860479001,-2.358068791
VEN,1986,-0.00660665,-0.615477196,1.592510674,-0.436388335,0.767735006,-2.358068791
VNM,1986,-0.144026042,-0.229320373,-1.221203361,-0.261102461,0.9024782,-2.358068791
VUT,1986,-0.716545868,-0.476157872,-1.332420188,0.458337515,1.007432331,-2.358068791
WSM,1986,0.173012756,-0.62607758,-1.150628621,0.168746615,1.009036569,-2.358068791
YEM,1986,-1.645780485,1.085127166,-1.257812606,1.231838761,1.173194898,-2.358068791
ZAF,1986,0.106950781,-0.067285942,0.135624008,0.005782002,0.929325006,-2.358068791
ZMB,1986,-0.741714898,1.450083222,-0.325867573,1.481429699,1.151739535,-2.358068791
ZWE,1986,-0.320570015,0.044775254,-0.930838719,0.840018925,1.030031584,-2.358068791
AFG,1987,-1.67217415,1.849869109,-1.190329713,0.258577845,1.250105803,-2.358068791
AGO,1987,-1.441478538,2.245111975,-0.622863999,1.13740817,1.180295164,-2.358068791
ALB,1987,0.386292376,-0.414069912,-0.504522484,0.744496112,0.806631139,-2.358068791
ARE,1987,-0.368384202,-0.844142609,1.460950398,-0.724134072,0.891354108,-2.358068791
ATG,1987,0.444740885,-0.93954606,-0.524059364,-0.973880235,0.760751892,-2.358068791
BDI,1987,-1.500185804,1.410710369,-1.848758424,0.348549495,1.190673122,-2.358068791
BEN,1987,-1.503778316,1.657547868,-0.65566445,2.269327903,1.130917203,-2.358068791
BFA,1987,-1.676889223,1.981616731,-1.514839086,2.058156906,1.166023568,-2.358068791
BGD,1987,-1.19126633,1.356194112,-1.276318871,0.151126401,1.05714571,-2.358068791
BGR,1987,1.22314787,-0.871400738,0.82752531,0.537344793,0.445090751,-2.358068791
BHR,1987,-0.651228742,-0.78508333,1.822785967,-0.946543075,0.718921737,-2.358068791
BHS,1987,0.855465504,-0.741167456,1.394856595,-1.091914266,0.776716488,-2.358068791
BLZ,1987,-0.148582966,-0.444356722,0.051920127,-0.777022673,1.031599561,-2.358068791
BOL,1987,-0.173036017,0.923092734,0.254099952,-0.618919804,1.022752423,-2.358068791
BRA,1987,-0.34067206,-0.065771601,1.104581572,0.158324267,0.82279328,-2.358068791
BRB,1987,0.88140368,-0.835056566,-0.389138387,-1.036069734,0.61643397,-2.358068791
BTN,1987,-1.528265233,1.062412058,-1.462501755,0.35436225,1.044640328,-2.358068791
BWA,1987,-0.46452159,-0.385297443,-0.648718999,0.750840856,1.009250576,-2.358068791
CAF,1987,-1.591260219,1.521257225,-0.478219391,1.183091359,1.183268343,-2.358068791
CHN,1987,-0.338038134,-0.327752505,-1.013556794,-0.717912692,0.757051017,-2.358068791
CIV,1987,-1.372209075,1.165387211,-0.382327364,1.851837042,1.119136595,-2.358068791
CMR,1987,-0.873757974,0.971551629,-0.400475154,2.769459459,1.113957386,-2.358068791
COD,1987,-1.189583678,1.771123404,-0.785432351,0.635199147,1.174952661,-2.358068791
COG,1987,-0.922470984,0.234067814,0.277176771,2.405133874,1.041584672,-2.358068791
COK,1987,0.78873935,-0.135206917,-0.34341193,-0.419116233,0.911128906,-2.358068791
COL,1987,-0.159727526,-0.542788853,0.948734624,-0.806014533,0.804117485,-2.358068791
COM,1987,-1.280808199,0.935207458,-0.917037437,1.364877962,1.099422151,-2.358068791
CPV,1987,-1.230879134,-0.064257261,-0.471542797,-1.438812578,1.101712219,-2.358068791
CRI,1987,0.279144265,-0.839599588,0.017282493,-0.827439787,0.846482494,-2.358068791
CUB,1987,0.467834876,-0.906230569,1.12214684,-1.21370423,0.342441462,-2.358068791
DJI,1987,-1.42160913,0.779230388,1.275394846,-0.190238804,0.942284497,-2.358068791
DMA,1987,1.094140639,-0.8774581,0.503643268,-0.901568825,0.811351497,-2.358068791
DOM,1987,-0.134854551,-0.129373901,0.337579786,-0.328093595,0.922800389,-2.358068791
DZA,1987,-1.090707885,-0.259607183,0.127423896,-0.535638336,0.982510835,-2.358068791
ECU,1987,0.139601145,-0.197519223,0.26395801,-0.2046804,0.897949787,-2.358068791
EGY,1987,-0.786568929,0.402159608,-0.134486803,-0.739627743,0.99983095,-2.358068791
ETH,1987,-1.60611451,2.095192268,-1.566952369,1.89366258,1.199294541,-2.358068791
FJI,1987,0.311310639,-0.650307027,-0.338369384,-0.330219272,0.925267926,-2.358068791
FSM,1987,-0.189429386,-0.329266845,-0.934826752,1.142723538,1.046918363,-2.358068791
GAB,1987,-0.906032008,0.338557308,0.812021272,0.390689194,1.025794339,-2.358068791
GHA,1987,-0.635180641,1.039696951,-0.563939693,2.400484838,1.113394334,-2.358068791
GIN,1987,-1.544565692,2.597953308,-0.882758278,1.415908035,1.137210092,-2.358068791
GMB,1987,-1.466881497,1.645433144,-0.528047397,2.151796791,1.106847113,-2.358068791
GNB,1987,-1.58138682,2.413203769,-0.917037437,2.481623285,1.162671805,-2.358068791
GNQ,1987,-0.917740371,1.630289739,-0.674887664,1.77626313,1.103920312,-2.358068791
GRD,1987,-0.047192921,-0.748739159,-0.609466001,-0.509234068,0.9611905,-2.358068791
GTM,1987,-0.887664476,0.247696879,-0.263313709,-0.215750569,1.061438122,-2.358068791
GUY,1987,0.367320617,-0.167232413,-0.762893244,-0.368630502,0.979073454,-2.358068791
HND,1987,-0.6644182,-0.12483088,-0.357189314,-0.523880434,1.036681026,-2.358068791
HTI,1987,-1.080543628,1.245647257,-0.967940868,0.2897507,1.088717447,-2.358068791
HUN,1987,0.988388122,-0.84565695,0.832319911,0.158643972,0.309898142,-2.358068791
IDN,1987,-0.37088466,0.297670115,-0.853318529,0.782003297,0.874751569,-2.358068791
IND,1987,-0.993512095,0.94277916,-0.988284316,0.859178813,1.01210351,-2.358068791
IRN,1987,-1.043704317,-0.115744837,0.35124664,-1.21648302,1.028343191,-2.358068791
IRQ,1987,-1.04039986,-0.265664545,1.036829822,-0.290423574,1.02775155,-2.358068791
JAM,1987,0.566740059,-0.639706644,0.087543567,-0.977844142,0.882538416,-2.358068791
JOR,1987,-0.05839433,-0.53370281,1.018413176,-0.108800951,0.984130795,-2.358068791
KEN,1987,-0.479052117,0.31432786,-1.371045855,1.532971926,1.111575983,-2.358068791
KHM,1987,-1.156883349,0.626281999,-1.44820757,0.099452233,1.147183546,-2.358068791
KIR,1987,-0.155659235,0.40973131,-0.57187095,1.074779132,1.035003239,-2.358068791
KNA,1987,0.589763925,-0.632134942,-0.53275238,-0.908371123,0.893656656,-2.358068791
KWT,1987,-0.117621568,-0.838085247,2.287683059,-0.882072115,0.754047996,-2.358068791
LAO,1987,-1.248801027,1.421310753,-1.453584693,0.787637852,1.091405815,-2.358068791
LBN,1987,-0.034807437,-0.577618684,1.548955978,-0.810364975,0.847167104,-2.358068791
LBR,1987,-1.311442984,2.616125394,0.030859729,1.169965256,1.159084102,-2.358068791
LBY,1987,-1.066203466,-0.397412167,1.285208095,-0.915900651,0.922295918,-2.358068791
LCA,1987,0.111582857,-0.782054649,-0.824058018,-0.841298598,0.942027635,-2.358068791
LKA,1987,0.00992117,-0.762368223,-1.267939521,0.314561713,0.740018506,-2.358068791
LSO,1987,-0.336930152,0.226496112,-1.54521983,1.491582367,1.021308399,-2.358068791
MAR,1987,-1.316481303,0.261325943,-0.029543286,0.548979485,0.96863519,-2.358068791
MDG,1987,-0.893796681,1.451597562,-1.116618318,0.681968879,1.097351368,-2.358068791
MDV,1987,-1.179065906,0.391559225,-0.951316596,-0.141143715,1.108066934,-2.358068791
MEX,1987,-0.200905435,-0.353496293,1.034410117,-0.185455314,0.934904229,-2.358068791
MHL,1987,-0.076542983,-0.342895909,0.743462953,1.456360898,1.146240872,-2.358068791
MLI,1987,-1.63144168,2.602496329,-1.111689289,1.777345807,1.179293983,-2.358068791
MMR,1987,-0.91633667,0.720171109,-0.992720443,0.437976488,0.928053325,-2.358068791
MNG,1987,0.241830611,0.72319979,0.418371059,0.637802412,1.008090435,-2.358068791
MOZ,1987,-1.487988197,2.705471482,-1.167880224,2.093568001,1.214417896,-2.358068791
MRT,1987,-1.091595656,0.800431155,-0.384164548,1.212492492,1.057543389,-2.358068791
MUS,1987,-0.165492039,-0.712394987,-0.175890651,-0.882762365,0.499292477,-2.358068791
MWI,1987,-1.117335759,2.76150208,-1.623770636,1.640670449,1.100543048,-2.358068791
MYS,1987,-0.19648876,-0.851714312,0.025617034,-1.144289917,0.845152535,-2.358068791
NER,1987,-1.690646688,3.992660892,-1.428760308,1.864679319,1.278263201,-2.358068791
NGA,1987,-1.013892182,2.030075627,-0.881369187,0.688406375,1.135116009,-2.358068791
NIC,1987,-0.57381267,0.002373721,0.240298669,-0.869825258,1.046806324,-2.358068791
NIU,1987,0.505765112,-0.135206917,-0.34341193,-0.44649239,1.173067225,-2.358068791
NPL,1987,-1.506427648,1.28804879,-1.744621475,0.57653553,1.06126744,-2.358068791
NRU,1987,0.186514889,0.035689211,2.380348812,-0.195850767,0.875217916,-2.358068791
OMN,1987,-1.056398172,-0.341381569,0.623060208,-0.495173494,1.011355689,-2.358068791
PAK,1987,-1.347501505,1.094213209,-0.763789431,0.112356901,1.177339429,-2.358068791
PAN,1987,0.466680191,-0.624563239,0.266243288,-0.987106934,0.846677945,-2.358068791
PER,1987,0.159124318,0.28404105,0.932424017,-0.092030606,0.975468743,-2.358068791
PHL,1987,0.373528925,-0.12634522,-0.120237428,0.221262343,0.974950049,-2.358068791
PLW,1987,0.717917205,-0.582161706,0.970691209,-0.364992302,0.721165229,-2.358068791
PNG,1987,-1.306723432,0.22043875,-1.455780351,-0.750184852,1.019176766,-2.358068791
POL,1987,0.992909015,-0.857771674,0.618265606,0.140915353,0.554610988,-2.358068791
PRK,1987,-0.272286954,-0.610934175,0.495667202,-0.872755605,0.674282453,-2.358068791
PRY,1987,-0.047562251,-0.373182719,-0.018609803,-0.197308686,0.985509012,-2.358068791
QAT,1987,-0.449196398,-0.760853883,1.979573911,-0.92953796,0.858929354,-2.358068791
ROU,1987,0.792872204,-0.624563239,0.187961339,0.596577794,0.48972511,-2.358068791
RWA,1987,-1.212183149,1.132071721,-1.867667973,0.260349067,1.150331745,-2.358068791
SAU,1987,-1.110988029,-0.295951354,1.241698208,-0.277073919,0.97079521,-2.358068791
SDN,1987,-1.190991271,0.94126482,-0.975558459,0.157854633,1.16932032,-2.358068791
SEN,1987,-1.472922671,1.203245723,-0.385688066,1.933655549,1.101865511,-2.358068791
SLB,1987,-1.090226098,-0.521588086,-1.513091521,-0.043917731,1.021587551,-2.358068791
SLE,1987,-1.501438276,2.885678,-0.641818358,1.59997101,1.13927923,-2.358068791
SLV,1987,-0.552084082,-0.068800282,0.037446704,0.304292765,0.980379234,-2.358068791
SOM,1987,-1.522231528,1.696920721,-0.817829517,1.27555024,1.197719367,-2.358068791
STP,1987,-1.033905356,0.432446418,-0.296562252,2.477475356,1.106665788,-2.358068791
SUR,1987,-0.19719735,-0.388326124,0.833664192,-0.625234174,0.939553809,-2.358068791
SWZ,1987,-0.44996117,0.017517125,-1.248223404,0.45544608,1.068619225,-2.358068791
SYC,1987,0.217620116,-0.865343376,0.106811591,-0.294502514,0.75140648,-2.358068791
SYR,1987,-0.78173316,-0.515530724,0.064018654,-0.336789268,1.033249638,-2.358068791
TCD,1987,-1.672315874,2.204224782,-1.196020501,1.633295127,1.143246557,-2.358068791
TGO,1987,-1.346732847,1.19415968,-0.874513356,1.80848498,1.087213642,-2.358068791
THA,1987,-0.205589481,-0.485243915,-0.817784708,0.157666824,0.683150182,-2.358068791
TON,1987,0.079679797,-0.774482947,-1.087492236,0.095835907,0.98766807,-2.358068791
TTO,1987,0.679506665,-0.656364389,0.299984734,-0.863158456,0.864571344,-2.358068791
TUN,1987,-0.876562953,-0.180861478,0.385929084,-1.217856768,0.909129991,-2.358068791
TUR,1987,-0.440989936,0.191666281,0.375622931,-0.0502977,0.878058309,-2.358068791
TUV,1987,-0.413853219,-0.324723824,-0.453305388,0.294497645,1.100626549,-2.358068791
TZA,1987,-0.966882474,1.483398713,-1.306341141,1.154102842,1.106108791,-2.358068791
UGA,1987,-0.993420565,1.760523021,-1.657780939,0.705846235,1.221109124,-2.358068791
VCT,1987,-0.11937789,-0.726024052,-0.320893734,-0.541354726,0.870181407,-2.358068791
VEN,1987,0.022474085,-0.635163623,1.614108785,-0.449874676,0.850958809,-2.358068791
VNM,1987,-0.101034354,-0.258092842,-1.218380371,-0.301458485,0.920049752,-2.358068791
VUT,1987,-0.688478416,-0.518559405,-1.313152164,0.428180084,1.03810853,-2.358068791
WSM,1987,0.207431132,-0.644249665,-1.150628621,0.128431847,1.027095773,-2.358068791
YEM,1987,-1.633033242,0.988209375,-1.234735787,1.194684239,1.191691335,-2.358068791
ZAF,1987,0.141811147,-0.112716156,0.159552206,-0.048236491,0.975883367,-2.358068791
ZMB,1987,-0.694819312,1.510656841,-0.328108041,1.434543627,1.156525065,-2.358068791
ZWE,1987,-0.283339117,0.011459763,-0.899292931,0.721054284,1.028265002,-2.358068791
AFG,1988,-1.662169515,1.751436978,-1.159680112,0.245817118,1.240129496,-2.358068791
AGO,1988,-1.417111855,2.237540273,-0.561699225,1.079832505,1.164743389,-2.358068791
ALB,1988,0.424086698,-0.456471446,-0.492468767,0.74726175,0.822647533,-2.358068791
ARE,1988,-0.293981305,-0.862314695,1.45454266,-0.790989057,0.8574884,-2.358068791
ATG,1988,0.476741445,-0.938031719,-0.520429806,-0.998762225,0.763004316,-2.358068791
BDI,1988,-1.488903828,1.401624327,-1.839348458,0.29448267,1.186569327,-2.358068791
BEN,1988,-1.49005797,1.596974249,-0.622550334,2.215696907,1.115907039,-2.358068791
BFA,1988,-1.669726809,1.928614815,-1.503905602,2.01267095,1.150933576,-2.358068791
BGD,1988,-1.165298362,1.259276321,-1.255527329,0.106834444,1.03319107,-2.358068791
BGR,1988,1.246164149,-0.875943759,0.843029348,0.474369324,0.462488021,-2.358068791
BHR,1988,-0.602750334,-0.789626352,1.83161341,-0.96430064,0.748944295,-2.358068791
BHS,1988,0.887980747,-0.756310861,1.42384825,-1.101580945,0.767542817,-2.358068791
BLZ,1988,-0.123324201,-0.485243915,0.04336154,-0.804229122,1.01288141,-2.358068791
BOL,1988,-0.140819575,0.84737571,0.299536641,-0.654665714,0.99850914,-2.358068791
BRA,1988,-0.306548188,-0.106658794,1.14101158,0.093008167,0.814996512,-2.358068791
BRB,1988,0.913252508,-0.84565695,-0.401281723,-1.044913856,0.614952334,-2.358068791
BTN,1988,-1.514877101,0.967008608,-1.431628107,0.266127952,1.022686401,-2.358068791
BWA,1988,-0.428568527,-0.40649821,-0.511333507,0.62475049,0.976449505,-2.358068791
CAF,1988,-1.575750868,1.516714203,-0.463029018,1.123757063,1.183480318,-2.358068791
CHN,1988,-0.294442673,-0.326238164,-0.981518103,-0.781899192,0.778968801,-2.358068791
CIV,1988,-1.35257204,1.16084419,-0.370587312,1.752604306,1.083974586,-2.358068791
CMR,1988,-0.832497527,0.932178777,-0.37493382,2.648890604,1.101225772,-2.358068791
COD,1988,-1.154326677,1.736293573,-0.766388374,0.574606793,1.173967755,-2.358068791
COG,1988,-0.867482829,0.223467431,0.296041511,2.267433536,1.031603993,-2.358068791
COK,1988,0.815747371,-0.1672885,-0.32802589,-0.450587476,0.892440846,-2.358068791
COL,1988,-0.129174356,-0.56550396,0.970287925,-0.820172336,0.820195577,-2.358068791
COM,1988,-1.249529797,0.868576477,-0.895528945,1.234523048,1.074937401,-2.358068791
CPV,1988,-1.205693914,-0.129373901,-0.357413361,-1.445345469,1.084431722,-2.358068791
