country,year,maternal_education_standardized,mcv1_standardized,u5mr_standardized,prop_urban_standardized,vitA_standardized,incidence_standardized
BTN,2027,-0.710483868418479,1.01070264430985,-0.710880646735175,-0.23598000000938,-0.466612955929005,-1.04074494720773
BWA,2027,0.7415197299204,1.01070264430985,-0.448899743238362,1.04377527272679,-0.199954613128476,-0.87078960654155
CAF,2027,-0.633829554263538,-0.93415509166136,0.470304929724443,-0.228900121399705,0.645718721082395,0.731698967467138
CHN,2027,1.054272470261,1.08016184916597,-1.02434912664177,0.601775762563292,-1.02165002567675,-1.52541949818417
CIV,2027,-0.57768303903571,0.177192186036475,0.0720333827899824,0.19539969223961,0.442287164968422,-1.54940803220557
CMR,2027,0.377120046088407,-0.274292645528271,-0.0127696842378876,0.452112505877759,0.634962100708144,-0.0893656394385335
COD,2027,0.43243333989907,-0.100644633387984,0.125035299682401,-0.0821046636446734,0.635409205302539,0.982641272239605
COG,2027,0.902233634834921,0.177192186036475,-0.348953271384087,0.918353878875655,0.790543662313544,-0.596266000274476
COK,2027,1.62791800119078,1.08016184916597,-0.782110736103822,0.140911512560086,-0.830755064289981,-1.05965856765723
COL,2027,0.854726336422526,0.941243439453736,-0.938031719131255,1.53363117754304,-1.07617148239522,-2.78751601472994
COM,2027,0.253281783297935,0.76759542731345,-0.182375818293628,-0.79376689199187,0.443299821185208,-1.34727572858632
CPV,2027,0.0412841702148754,1.04543224673791,-0.918345292856928,0.865568454811117,-1.47707686906168,-0.59282722431557
CRI,2027,0.99489504055086,0.941243439453736,-1.01980610519384,1.48756715722186,-1.11359847544734,-3.25476623957255
CUB,2027,1.47866245177198,1.08016184916597,-1.06523631967306,1.35461779117815,-1.33370285294008,-9.26227244711157
CZE,2027,1.71911975169657,0.941243439453736,-1.09855181029115,1.21176555695256,-0.295786418116904,-1.51704502428249
DJI,2027,-0.427819628700333,0.524488210317048,-0.268693225804138,1.39073413395915,-0.979023514246706,-1.40395973318959
DMA,2027,1.96866746086763,0.837054632169564,-0.61396285584618,1.07128821871629,-1.15557987038838,-9.26227244711157
DOM,2027,0.905102728899257,0.975973041881793,-0.623048898742024,1.56607315294433,-0.87079002940525,-9.26227244711157
DZA,2027,0.667742050082802,0.420299403032876,-0.791140692315123,1.17896510668495,-1.09853337579586,-1.51562779939906
ECU,2027,1.17673781778975,0.524488210317048,-0.941060400096536,0.766584582350535,-0.703934926462799,-9.26227244711157
EGY,2027,1.32913754555047,0.941243439453736,-0.83959958775962,-0.185883137442187,-1.18699155980447,-2.44717640988368
ERI,2027,-0.451688209234363,0.274604485529807,-0.52915978881831,-0.0962610945559017,0.356642608267532,-1.23325123003188
EST,2027,1.93222879245782,0.941243439453736,-1.10915219366964,0.993543982084734,-1.47453673983681,-2.03777874218773
ETH,2027,-0.770153119016158,-0.343751850384386,-0.374697059588976,-1.14950838744889,1.17730473846205,0.353750048612351
FJI,2027,1.42844056825616,0.975973041881793,-0.736624434940064,0.442344065770739,-0.734712057885779,-0.885507939490412
FSM,2027,0.870100423333937,0.350840198176762,-0.759339542179672,-1.07839593584412,0.285364260455491,0.00740040637467051
GAB,2027,0.973904688161442,-0.204833440672156,-0.492815617234937,1.92064960508584,-0.415796622653321,-0.591566088702935
GEO,2027,1.85623604540286,0.941243439453736,-1.00011967891952,0.544912686894447,-0.901920903853845,-0.651939479110595
GHA,2027,0.595715298385116,0.837054632169564,-0.441328040825159,0.440417263364309,0.704155042298002,-0.49671353804869
GIN,2027,-0.864578719062628,-0.725777477093016,0.340071648217357,-0.465045439583166,0.487838408546088,-0.871445692762119
GMB,2027,-0.386560117412036,0.593947415173163,-0.368639697658413,0.674501351066472,0.699746458153744,-2.59275575457045
GNB,2027,-0.794463937506832,0.385569800604819,0.0614329994114986,-0.138967739313518,1.24043286361361,-2.00894047555715
GNQ,2027,1.29095764604868,-0.517399862524672,0.0856624471337473,1.15378224732649,-0.323131848250665,0.63517760252687
GRD,2027,0.952519311621211,0.906513837025679,-0.894115845134679,-0.469705612845231,-1.0390919406264,-9.26227244711157
GTM,2027,-0.0434785488196486,0.76759542731345,-0.772968606523437,0.204361563897426,-0.89072142697606,-9.26227244711157
GUY,2027,1.13043207001423,1.04543224673791,-0.700280263356691,-0.904670053757347,-0.941817054231167,-9.26227244711157
HND,2027,0.104461980718616,0.732865824885392,-0.889572823686758,0.48625723689404,-0.993620046596113,-9.26227244711157
