country,year,mcv1
BGR,2021,0.86
BIH,2021,0.61
BLR,2021,0.88
BLZ,2021,0.86
BOL,2021,0.71
BRA,2021,0.82
BTN,2021,0.87
BWA,2021,0.87
CAF,2021,0.37
CHN,2021,0.89
CIV,2021,0.66
CMR,2021,0.54
COD,2021,0.59
COG,2021,0.66
COL,2021,0.86
COM,2021,0.81
CPV,2021,0.88
CRI,2021,0.86
CUB,2021,0.89
DJI,2021,0.75
DMA,2021,0.83
DOM,2021,0.86
DZA,2021,0.72
ECU,2021,0.75
EGY,2021,0.86
ERI,2021,0.84
ETH,2021,0.52
FJI,2021,0.86
FSM,2021,0.7
GAB,2021,0.56
GEO,2021,0.89
GHA,2021,0.83
GIN,2021,0.42
GMB,2021,0.77
GNB,2021,0.71
GNQ,2021,0.48
GRD,2021,0.85
GTM,2021,0.81
GUY,2021,0.88
HND,2021,0.8
HTI,2021,0.59
IDN,2021,0.79
IND,2021,0.86
IRN,2021,0.89
IRQ,2021,0.74
JAM,2021,0.85
JOR,2021,0.78
KAZ,2021,0.89
KEN,2021,0.8
KGZ,2021,0.86
KHM,2021,0.76
KIR,2021,0.85
LAO,2021,0.75
LBN,2021,0.74
LBR,2021,0.61
LBY,2021,0.66
LCA,2021,0.86
LKA,2021,0.89
LSO,2021,0.81
MAR,2021,0.89
MDA,2021,0.87
MDG,2021,0.5
MDV,2021,0.89
MEX,2021,0.66
MHL,2021,0.77
MKD,2021,0.68
MLI,2021,0.63
MMR,2021,0.76
MNE,2021,0.3
MNG,2021,0.88
MOZ,2021,0.78
MRT,2021,0.68
MWI,2021,0.83
MYS,2021,0.87
NAM,2021,0.72
NER,2021,0.71
NGA,2021,0.51
NIC,2021,0.89
NPL,2021,0.83
PAK,2021,0.73
PER,2021,0.77
PHL,2021,0.68
PNG,2021,0.33
PRK,2021,0.88
PRY,2021,0.78
PSE,2021,0.89
RUS,2021,0.88
RWA,2021,0.86
SDN,2021,0.81
SEN,2021,0.8
SLB,2021,0.73
SLE,2021,0.84
SLV,2021,0.74
SOM,2021,0.41
SRB,2021,0.78
SSD,2021,0.44
STP,2021,0.86
SUR,2021,0.58
SWZ,2021,0.73
SYR,2021,0.59
TCD,2021,0.37
TGO,2021,0.68
THA,2021,0.86
TJK,2021,0.88
TKM,2021,0.89
TLS,2021,0.77
TON,2021,0.89
TUN,2021,0.88
TUR,2021,0.87
TUV,2021,0.86
TZA,2021,0.79
UGA,2021,0.78
UKR,2021,0.84
UZB,2021,0.88
VCT,2021,0.89
VEN,2021,0.84
VNM,2021,0.86
VUT,2021,0.72
WSM,2021,0.86
YEM,2021,0.6
ZAF,2021,0.75
ZMB,2021,0.84
ZWE,2021,0.77
AFG,2022,0.64
AGO,2022,0.51
ALB,2022,0.95
ARG,2022,0.86
ARM,2022,0.95
AZE,2022,0.98
BDI,2022,0.92
BEN,2022,0.68
BFA,2022,0.88
BGD,2022,0.97
BGR,2022,0.95
BIH,2022,0.68
BLR,2022,0.98
BLZ,2022,0.96
BOL,2022,0.79
BRA,2022,0.91
BTN,2022,0.97
BWA,2022,0.97
CAF,2022,0.41
CHN,2022,0.99
CIV,2022,0.73
CMR,2022,0.6
COD,2022,0.65
COG,2022,0.73
COL,2022,0.95
COM,2022,0.9
CPV,2022,0.98
CRI,2022,0.95
CUB,2022,0.99
DJI,2022,0.83
DMA,2022,0.92
DOM,2022,0.96
DZA,2022,0.8
ECU,2022,0.83
EGY,2022,0.95
ERI,2022,0.93
ETH,2022,0.58
FJI,2022,0.96
FSM,2022,0.78
GAB,2022,0.62
GEO,2022,0.99
GHA,2022,0.92
GIN,2022,0.47
GMB,2022,0.85
GNB,2022,0.79
GNQ,2022,0.53
GRD,2022,0.94
GTM,2022,0.9
GUY,2022,0.98
HND,2022,0.89
HTI,2022,0.65
IDN,2022,0.88
IND,2022,0.95
IRN,2022,0.99
IRQ,2022,0.82
JAM,2022,0.94
JOR,2022,0.87
KAZ,2022,0.99
KEN,2022,0.89
KGZ,2022,0.96
KHM,2022,0.84
KIR,2022,0.94
LAO,2022,0.83
LBN,2022,0.82
LBR,2022,0.68
LBY,2022,0.73
LCA,2022,0.96
LKA,2022,0.99
LSO,2022,0.9
MAR,2022,0.99
MDA,2022,0.97
MDG,2022,0.55
MDV,2022,0.99
MEX,2022,0.73
MHL,2022,0.85
MKD,2022,0.75
MLI,2022,0.7
MMR,2022,0.84
MNE,2022,0.33
MNG,2022,0.98
MOZ,2022,0.87
MRT,2022,0.75
MWI,2022,0.92
MYS,2022,0.97
NAM,2022,0.8
NER,2022,0.79
NGA,2022,0.57
NIC,2022,0.99
NPL,2022,0.92
PAK,2022,0.81
PER,2022,0.85
PHL,2022,0.75
PNG,2022,0.37
PRK,2022,0.98
PRY,2022,0.87
PSE,2022,0.99
RUS,2022,0.98
RWA,2022,0.96
SDN,2022,0.9
SEN,2022,0.89
SLB,2022,0.81
SLE,2022,0.93
SLV,2022,0.82
SOM,2022,0.46
SRB,2022,0.87
SSD,2022,0.49
STP,2022,0.95
SUR,2022,0.64
SWZ,2022,0.81
SYR,2022,0.65
TCD,2022,0.41
TGO,2022,0.75
THA,2022,0.96
TJK,2022,0.98
TKM,2022,0.99
TLS,2022,0.85
TON,2022,0.99
TUN,2022,0.98
TUR,2022,0.97
TUV,2022,0.96
TZA,2022,0.88
UGA,2022,0.87
UKR,2022,0.93
UZB,2022,0.98
VCT,2022,0.99
VEN,2022,0.93
VNM,2022,0.95
VUT,2022,0.8
WSM,2022,0.96
YEM,2022,0.67
ZAF,2022,0.83
ZMB,2022,0.93
ZWE,2022,0.85
AFG,2023,0.65
AGO,2023,0.52
ALB,2023,0.96
ARG,2023,0.87
ARM,2023,0.96
AZE,2023,0.98
BDI,2023,0.93
BEN,2023,0.69
BFA,2023,0.89
BGD,2023,0.97
BGR,2023,0.96
BIH,2023,0.69
BLR,2023,0.98
BLZ,2023,0.96
BOL,2023,0.8
BRA,2023,0.92
BTN,2023,0.97
BWA,2023,0.97
CAF,2023,0.41
CHN,2023,0.99
CIV,2023,0.74
CMR,2023,0.61
COD,2023,0.66
COG,2023,0.74
COL,2023,0.96
COM,2023,0.91
CPV,2023,0.98
CRI,2023,0.96
CUB,2023,0.99
DJI,2023,0.84
DMA,2023,0.93
DOM,2023,0.96
DZA,2023,0.81
ECU,2023,0.84
EGY,2023,0.96
ERI,2023,0.94
ETH,2023,0.59
FJI,2023,0.96
FSM,2023,0.79
GAB,2023,0.63
GEO,2023,0.99
GHA,2023,0.93
GIN,2023,0.47
GMB,2023,0.86
GNB,2023,0.8
GNQ,2023,0.54
GRD,2023,0.95
GTM,2023,0.91
GUY,2023,0.98
HND,2023,0.9
HTI,2023,0.66
IDN,2023,0.89
IND,2023,0.96
IRN,2023,0.99
IRQ,2023,0.83
JAM,2023,0.95
JOR,2023,0.88
KAZ,2023,0.99
KEN,2023,0.9
KGZ,2023,0.96
KHM,2023,0.85
KIR,2023,0.95
LAO,2023,0.84
LBN,2023,0.83
LBR,2023,0.69
LBY,2023,0.74
LCA,2023,0.96
LKA,2023,0.99
LSO,2023,0.91
MAR,2023,0.99
MDA,2023,0.97
MDG,2023,0.56
MDV,2023,0.99
MEX,2023,0.74
MHL,2023,0.86
MKD,2023,0.76
MLI,2023,0.71
MMR,2023,0.85
MNE,2023,0.33
MNG,2023,0.98
MOZ,2023,0.88
MRT,2023,0.76
MWI,2023,0.93
MYS,2023,0.97
NAM,2023,0.81
NER,2023,0.8
NGA,2023,0.58
NIC,2023,0.99
NPL,2023,0.93
PAK,2023,0.82
PER,2023,0.86
PHL,2023,0.76
PNG,2023,0.37
PRK,2023,0.98
PRY,2023,0.88
PSE,2023,0.99
RUS,2023,0.98
RWA,2023,0.96
SDN,2023,0.91
SEN,2023,0.9
SLB,2023,0.82
SLE,2023,0.94
SLV,2023,0.83
SOM,2023,0.46
SRB,2023,0.88
SSD,2023,0.49
STP,2023,0.96
SUR,2023,0.65
SWZ,2023,0.82
SYR,2023,0.66
TCD,2023,0.41
TGO,2023,0.76
THA,2023,0.96
TJK,2023,0.98
TKM,2023,0.99
TLS,2023,0.86
TON,2023,0.99
TUN,2023,0.98
TUR,2023,0.97
TUV,2023,0.96
TZA,2023,0.89
UGA,2023,0.88
UKR,2023,0.94
UZB,2023,0.98
VCT,2023,0.99
VEN,2023,0.94
VNM,2023,0.96
VUT,2023,0.81
WSM,2023,0.96
YEM,2023,0.68
ZAF,2023,0.84
ZMB,2023,0.94
ZWE,2023,0.86
AFG,2024,0.65
AGO,2024,0.52
ALB,2024,0.96
ARG,2024,0.88
ARM,2024,0.96
AZE,2024,0.98
BDI,2024,0.94
BEN,2024,0.69
BFA,2024,0.9
BGD,2024,0.97
BGR,2024,0.96
BIH,2024,0.69
BLR,2024,0.98
BLZ,2024,0.96
BOL,2024,0.81
BRA,2024,0.93
BTN,2024,0.97
BWA,2024,0.97
CAF,2024,0.42
CHN,2024,0.99
CIV,2024,0.74
CMR,2024,0.61
COD,2024,0.66
COG,2024,0.74
COL,2024,0.96
COM,2024,0.92
CPV,2024,0.98
CRI,2024,0.96
CUB,2024,0.99
DJI,2024,0.85
DMA,2024,0.94
DOM,2024,0.96
DZA,2024,0.82
ECU,2024,0.85
EGY,2024,0.96
ERI,2024,0.95
ETH,2024,0.59
FJI,2024,0.96
FSM,2024,0.8
GAB,2024,0.63
GEO,2024,0.99
GHA,2024,0.94
GIN,2024,0.48
GMB,2024,0.87
GNB,2024,0.81
GNQ,2024,0.54
GRD,2024,0.96
GTM,2024,0.92
GUY,2024,0.98
HND,2024,0.91
HTI,2024,0.66
IDN,2024,0.9
IND,2024,0.96
IRN,2024,0.99
IRQ,2024,0.84
JAM,2024,0.96
JOR,2024,0.89
KAZ,2024,0.99
KEN,2024,0.91
KGZ,2024,0.96
KHM,2024,0.86
KIR,2024,0.96
LAO,2024,0.85
LBN,2024,0.84
LBR,2024,0.69
LBY,2024,0.74
LCA,2024,0.96
LKA,2024,0.99
LSO,2024,0.92
MAR,2024,0.99
MDA,2024,0.97
MDG,2024,0.56
MDV,2024,0.99
MEX,2024,0.74
MHL,2024,0.87
MKD,2024,0.77
MLI,2024,0.71
MMR,2024,0.86
MNE,2024,0.34
MNG,2024,0.98
MOZ,2024,0.89
MRT,2024,0.77
MWI,2024,0.94
MYS,2024,0.97
NAM,2024,0.82
NER,2024,0.81
NGA,2024,0.58
NIC,2024,0.99
NPL,2024,0.94
PAK,2024,0.83
PER,2024,0.87
PHL,2024,0.77
PNG,2024,0.38
PRK,2024,0.98
PRY,2024,0.89
PSE,2024,0.99
RUS,2024,0.98
RWA,2024,0.96
SDN,2024,0.92
SEN,2024,0.91
SLB,2024,0.83
SLE,2024,0.95
SLV,2024,0.84
SOM,2024,0.47
SRB,2024,0.89
SSD,2024,0.5
STP,2024,0.96
SUR,2024,0.65
SWZ,2024,0.83
SYR,2024,0.66
TCD,2024,0.42
TGO,2024,0.77
THA,2024,0.96
TJK,2024,0.98
TKM,2024,0.99
TLS,2024,0.87
TON,2024,0.99
TUN,2024,0.98
TUR,2024,0.97
TUV,2024,0.96
TZA,2024,0.9
UGA,2024,0.89
UKR,2024,0.95
UZB,2024,0.98
VCT,2024,0.99
VEN,2024,0.95
VNM,2024,0.96
VUT,2024,0.82
WSM,2024,0.96
YEM,2024,0.68
ZAF,2024,0.85
ZMB,2024,0.95
ZWE,2024,0.87
AFG,2025,0.66
AGO,2025,0.53
ALB,2025,0.96
ARG,2025,0.89
ARM,2025,0.96
AZE,2025,0.98
BDI,2025,0.95
BEN,2025,0.7
BFA,2025,0.91
BGD,2025,0.97
BGR,2025,0.96
BIH,2025,0.7
BLR,2025,0.98
BLZ,2025,0.96
BOL,2025,0.81
BRA,2025,0.94
BTN,2025,0.97
BWA,2025,0.97
CAF,2025,0.42
CHN,2025,0.99
CIV,2025,0.75
CMR,2025,0.62
COD,2025,0.67
COG,2025,0.75
COL,2025,0.96
COM,2025,0.93
CPV,2025,0.98
CRI,2025,0.96
CUB,2025,0.99
DJI,2025,0.86
DMA,2025,0.95
DOM,2025,0.96
DZA,2025,0.82
ECU,2025,0.86
EGY,2025,0.96
ERI,2025,0.96
ETH,2025,0.6
FJI,2025,0.96
FSM,2025,0.8
GAB,2025,0.64
GEO,2025,0.99
GHA,2025,0.95
GIN,2025,0.48
GMB,2025,0.88
GNB,2025,0.81
GNQ,2025,0.55
GRD,2025,0.96
GTM,2025,0.93
GUY,2025,0.98
HND,2025,0.92
HTI,2025,0.67
IDN,2025,0.91
IND,2025,0.96
IRN,2025,0.99
IRQ,2025,0.84
JAM,2025,0.96
JOR,2025,0.9
KAZ,2025,0.99
KEN,2025,0.92
KGZ,2025,0.96
KHM,2025,0.87
KIR,2025,0.96
LAO,2025,0.86
LBN,2025,0.84
LBR,2025,0.7
LBY,2025,0.75
LCA,2025,0.96
LKA,2025,0.99
LSO,2025,0.93
MAR,2025,0.99
MDA,2025,0.97
MDG,2025,0.57
MDV,2025,0.99
MEX,2025,0.75
MHL,2025,0.88
MKD,2025,0.77
MLI,2025,0.72
MMR,2025,0.87
MNE,2025,0.34
MNG,2025,0.98
MOZ,2025,0.9
MRT,2025,0.77
MWI,2025,0.95
MYS,2025,0.97
NAM,2025,0.82
NER,2025,0.81
NGA,2025,0.59
NIC,2025,0.99
NPL,2025,0.95
PAK,2025,0.83
PER,2025,0.88
PHL,2025,0.77
PNG,2025,0.38
PRK,2025,0.98
PRY,2025,0.9
PSE,2025,0.99
RUS,2025,0.98
RWA,2025,0.96
SDN,2025,0.93
SEN,2025,0.92
SLB,2025,0.83
SLE,2025,0.96
SLV,2025,0.84
SOM,2025,0.47
SRB,2025,0.9
SSD,2025,0.5
STP,2025,0.96
SUR,2025,0.66
SWZ,2025,0.83
SYR,2025,0.67
TCD,2025,0.42
TGO,2025,0.77
THA,2025,0.96
TJK,2025,0.98
TKM,2025,0.99
TLS,2025,0.88
TON,2025,0.99
TUN,2025,0.98
TUR,2025,0.97
TUV,2025,0.96
TZA,2025,0.91
UGA,2025,0.9
UKR,2025,0.96
UZB,2025,0.98
VCT,2025,0.99
VEN,2025,0.96
VNM,2025,0.96
VUT,2025,0.82
WSM,2025,0.96
YEM,2025,0.69
ZAF,2025,0.86
ZMB,2025,0.96
ZWE,2025,0.88
AFG,2026,0.67
AGO,2026,0.53
ALB,2026,0.96
ARG,2026,0.89
ARM,2026,0.96
AZE,2026,0.98
BDI,2026,0.96
BEN,2026,0.71
BFA,2026,0.92
BGD,2026,0.97
BGR,2026,0.96
BIH,2026,0.71
BLR,2026,0.98
BLZ,2026,0.96
BOL,2026,0.82
BRA,2026,0.95
BTN,2026,0.97
BWA,2026,0.97
CAF,2026,0.43
CHN,2026,0.99
CIV,2026,0.76
CMR,2026,0.62
COD,2026,0.68
COG,2026,0.76
COL,2026,0.96
COM,2026,0.94
CPV,2026,0.98
CRI,2026,0.96
CUB,2026,0.99
DJI,2026,0.86
DMA,2026,0.96
DOM,2026,0.96
DZA,2026,0.83
ECU,2026,0.86
EGY,2026,0.96
ERI,2026,0.96
ETH,2026,0.6
FJI,2026,0.96
FSM,2026,0.81
GAB,2026,0.65
GEO,2026,0.99
GHA,2026,0.96
GIN,2026,0.49
GMB,2026,0.88
GNB,2026,0.82
GNQ,2026,0.55
GRD,2026,0.96
GTM,2026,0.94
GUY,2026,0.98
HND,2026,0.93
HTI,2026,0.68
IDN,2026,0.92
IND,2026,0.96
IRN,2026,0.99
IRQ,2026,0.85
JAM,2026,0.96
JOR,2026,0.91
KAZ,2026,0.99
KEN,2026,0.93
KGZ,2026,0.96
KHM,2026,0.87
KIR,2026,0.96
LAO,2026,0.86
LBN,2026,0.85
LBR,2026,0.71
LBY,2026,0.76
LCA,2026,0.96
LKA,2026,0.99
LSO,2026,0.94
MAR,2026,0.99
MDA,2026,0.97
MDG,2026,0.57
MDV,2026,0.99
MEX,2026,0.76
MHL,2026,0.88
MKD,2026,0.78
MLI,2026,0.73
MMR,2026,0.87
MNE,2026,0.34
MNG,2026,0.98
MOZ,2026,0.91
MRT,2026,0.78
MWI,2026,0.96
MYS,2026,0.97
NAM,2026,0.83
NER,2026,0.82
NGA,2026,0.59
NIC,2026,0.99
NPL,2026,0.96
PAK,2026,0.84
PER,2026,0.88
PHL,2026,0.78
PNG,2026,0.39
PRK,2026,0.98
PRY,2026,0.91
PSE,2026,0.99
RUS,2026,0.98
RWA,2026,0.96
SDN,2026,0.94
SEN,2026,0.93
SLB,2026,0.84
SLE,2026,0.96
SLV,2026,0.85
SOM,2026,0.48
SRB,2026,0.91
SSD,2026,0.51
STP,2026,0.96
SUR,2026,0.67
SWZ,2026,0.84
SYR,2026,0.68
TCD,2026,0.43
TGO,2026,0.78
THA,2026,0.96
TJK,2026,0.98
TKM,2026,0.99
TLS,2026,0.88
TON,2026,0.99
TUN,2026,0.98
TUR,2026,0.97
TUV,2026,0.96
TZA,2026,0.92
UGA,2026,0.91
UKR,2026,0.96
UZB,2026,0.98
VCT,2026,0.99
VEN,2026,0.96
VNM,2026,0.96
VUT,2026,0.83
WSM,2026,0.96
YEM,2026,0.7
ZAF,2026,0.86
ZMB,2026,0.96
ZWE,2026,0.88
AFG,2027,0.67
AGO,2027,0.54
ALB,2027,0.96
ARG,2027,0.9
ARM,2027,0.96
AZE,2027,0.98
BDI,2027,0.96
BEN,2027,0.71
BFA,2027,0.92
BGD,2027,0.97
BGR,2027,0.96
BIH,2027,0.71
BLR,2027,0.98
BLZ,2027,0.96
BOL,2027,0.83
BRA,2027,0.96
BTN,2027,0.97
BWA,2027,0.97
CAF,2027,0.43
CHN,2027,0.99
CIV,2027,0.77
CMR,2027,0.63
COD,2027,0.68
COG,2027,0.77
COL,2027,0.96
COM,2027,0.95
CPV,2027,0.98
CRI,2027,0.96
CUB,2027,0.99
DJI,2027,0.87
DMA,2027,0.96
DOM,2027,0.96
DZA,2027,0.84
ECU,2027,0.87
EGY,2027,0.96
ERI,2027,0.96
ETH,2027,0.61
FJI,2027,0.96
FSM,2027,0.82
GAB,2027,0.65
GEO,2027,0.99
GHA,2027,0.96
GIN,2027,0.49
GMB,2027,0.89
GNB,2027,0.83
GNQ,2027,0.56
GRD,2027,0.96
GTM,2027,0.95
GUY,2027,0.98
HND,2027,0.94
HTI,2027,0.68
IDN,2027,0.92
IND,2027,0.96
IRN,2027,0.99
IRQ,2027,0.86
JAM,2027,0.96
JOR,2027,0.91
KAZ,2027,0.99
KEN,2027,0.94
KGZ,2027,0.96
KHM,2027,0.88
KIR,2027,0.96
LAO,2027,0.87
LBN,2027,0.86
LBR,2027,0.71
LBY,2027,0.77
LCA,2027,0.96
LKA,2027,0.99
LSO,2027,0.95
MAR,2027,0.99
MDA,2027,0.97
MDG,2027,0.58
MDV,2027,0.99
MEX,2027,0.77
MHL,2027,0.89
MKD,2027,0.79
MLI,2027,0.74
MMR,2027,0.88
MNE,2027,0.35
MNG,2027,0.98
MOZ,2027,0.91
MRT,2027,0.79
MWI,2027,0.96
MYS,2027,0.97
NAM,2027,0.84
NER,2027,0.83
NGA,2027,0.6
NIC,2027,0.99
NPL,2027,0.96
PAK,2027,0.85
PER,2027,0.89
PHL,2027,0.79
PNG,2027,0.39
PRK,2027,0.98
PRY,2027,0.91
PSE,2027,0.99
RUS,2027,0.98
RWA,2027,0.96
SDN,2027,0.95
SEN,2027,0.94
SLB,2027,0.85
SLE,2027,0.96
SLV,2027,0.86
SOM,2027,0.48
SRB,2027,0.91
SSD,2027,0.51
STP,2027,0.96
SUR,2027,0.67
SWZ,2027,0.85
SYR,2027,0.68
TCD,2027,0.43
TGO,2027,0.79
THA,2027,0.96
TJK,2027,0.98
TKM,2027,0.99
TLS,2027,0.89
TON,2027,0.99
TUN,2027,0.98
TUR,2027,0.97
TUV,2027,0.96
TZA,2027,0.92
UGA,2027,0.91
UKR,2027,0.96
UZB,2027,0.98
VCT,2027,0.99
VEN,2027,0.96
VNM,2027,0.96
VUT,2027,0.84
WSM,2027,0.96
YEM,2027,0.7
ZAF,2027,0.87
ZMB,2027,0.96
ZWE,2027,0.89
AFG,2028,0.68
AGO,2028,0.54
ALB,2028,0.96
ARG,2028,0.91
ARM,2028,0.96
AZE,2028,0.98
BDI,2028,0.96
BEN,2028,0.72
BFA,2028,0.93
BGD,2028,0.97
BGR,2028,0.96
BIH,2028,0.72
BLR,2028,0.98
BLZ,2028,0.96
BOL,2028,0.84
BRA,2028,0.96
BTN,2028,0.97
BWA,2028,0.97
CAF,2028,0.44
CHN,2028,0.99
CIV,2028,0.77
CMR,2028,0.64
COD,2028,0.69
COG,2028,0.77
COL,2028,0.96
COM,2028,0.96
CPV,2028,0.98
CRI,2028,0.96
CUB,2028,0.99
DJI,2028,0.88
DMA,2028,0.96
DOM,2028,0.96
DZA,2028,0.85
ECU,2028,0.88
EGY,2028,0.96
ERI,2028,0.96
ETH,2028,0.62
FJI,2028,0.96
FSM,2028,0.83
GAB,2028,0.66
GEO,2028,0.99
GHA,2028,0.96
GIN,2028,0.5
GMB,2028,0.9
GNB,2028,0.84
GNQ,2028,0.56
GRD,2028,0.96
GTM,2028,0.96
GUY,2028,0.98
HND,2028,0.94
HTI,2028,0.69
IDN,2028,0.93
IND,2028,0.96
IRN,2028,0.99
IRQ,2028,0.87
JAM,2028,0.96
JOR,2028,0.92
KAZ,2028,0.99
KEN,2028,0.94
KGZ,2028,0.96
KHM,2028,0.89
KIR,2028,0.96
LAO,2028,0.88
LBN,2028,0.87
LBR,2028,0.72
LBY,2028,0.77
LCA,2028,0.96
LKA,2028,0.99
LSO,2028,0.96
MAR,2028,0.99
MDA,2028,0.97
MDG,2028,0.58
MDV,2028,0.99
MEX,2028,0.77
MHL,2028,0.9
MKD,2028,0.8
MLI,2028,0.74
MMR,2028,0.89
MNE,2028,0.35
MNG,2028,0.98
MOZ,2028,0.92
MRT,2028,0.8
MWI,2028,0.96
MYS,2028,0.97
NAM,2028,0.85
NER,2028,0.84
NGA,2028,0.61
NIC,2028,0.99
NPL,2028,0.96
PAK,2028,0.86
PER,2028,0.9
PHL,2028,0.8
PNG,2028,0.39
PRK,2028,0.98
PRY,2028,0.92
PSE,2028,0.99
RUS,2028,0.98
RWA,2028,0.96
SDN,2028,0.96
SEN,2028,0.94
SLB,2028,0.86
SLE,2028,0.96
SLV,2028,0.87
SOM,2028,0.49
SRB,2028,0.92
SSD,2028,0.52
STP,2028,0.96
SUR,2028,0.68
SWZ,2028,0.86
SYR,2028,0.69
TCD,2028,0.44
TGO,2028,0.8
THA,2028,0.96
TJK,2028,0.98
TKM,2028,0.99
TLS,2028,0.9
TON,2028,0.99
TUN,2028,0.98
TUR,2028,0.97
TUV,2028,0.96
TZA,2028,0.93
UGA,2028,0.92
UKR,2028,0.96
UZB,2028,0.98
VCT,2028,0.99
VEN,2028,0.96
VNM,2028,0.96
VUT,2028,0.85
WSM,2028,0.96
YEM,2028,0.71
ZAF,2028,0.88
ZMB,2028,0.96
ZWE,2028,0.9
AFG,2029,0.69
AGO,2029,0.55
ALB,2029,0.96
ARG,2029,0.92
ARM,2029,0.96
AZE,2029,0.98
BDI,2029,0.96
BEN,2029,0.73
BFA,2029,0.94
BGD,2029,0.97
BGR,2029,0.96
BIH,2029,0.73
BLR,2029,0.98
BLZ,2029,0.96
BOL,2029,0.85
BRA,2029,0.96
BTN,2029,0.97
BWA,2029,0.97
CAF,2029,0.44
CHN,2029,0.99
CIV,2029,0.78
CMR,2029,0.64
COD,2029,0.7
COG,2029,0.78
COL,2029,0.96
COM,2029,0.96
CPV,2029,0.98
CRI,2029,0.96
CUB,2029,0.99
DJI,2029,0.89
DMA,2029,0.96
DOM,2029,0.96
DZA,2029,0.86
ECU,2029,0.89
EGY,2029,0.96
ERI,2029,0.96
ETH,2029,0.62
FJI,2029,0.96
FSM,2029,0.84
GAB,2029,0.66
GEO,2029,0.99
GHA,2029,0.96
GIN,2029,0.5
GMB,2029,0.91
GNB,2029,0.85
GNQ,2029,0.57
GRD,2029,0.96
GTM,2029,0.96
GUY,2029,0.98
HND,2029,0.95
HTI,2029,0.7
IDN,2029,0.94
IND,2029,0.96
IRN,2029,0.99
IRQ,2029,0.88
JAM,2029,0.96
JOR,2029,0.93
KAZ,2029,0.99
KEN,2029,0.95
KGZ,2029,0.96
KHM,2029,0.9
KIR,2029,0.96
LAO,2029,0.89
LBN,2029,0.88
LBR,2029,0.73
LBY,2029,0.78
LCA,2029,0.96
LKA,2029,0.99
LSO,2029,0.96
MAR,2029,0.99
MDA,2029,0.97
MDG,2029,0.59
MDV,2029,0.99
MEX,2029,0.78
