country,year,mcv1
MHL,2029,0.92
MKD,2029,0.76
MLI,2029,0.76
MMR,2029,0.48
MNE,2029,0.19
MNG,2029,0.96
MOZ,2029,0.91
MRT,2029,0.68
MWI,2029,0.96
MYS,2029,0.96
NAM,2029,0.96
NER,2029,0.87
NGA,2029,0.64
NIC,2029,0.9
NPL,2029,0.96
PAK,2029,0.88
PER,2029,0.84
PHL,2029,0.62
PNG,2029,0.41
PRK,2029,0.45
PRY,2029,0.74
PSE,2029,0.98
RUS,2029,0.97
RWA,2029,0.94
SDN,2029,0.88
SEN,2029,0.94
SLB,2029,0.73
SLE,2029,0.94
SLV,2029,0.93
SOM,2029,0.5
SRB,2029,0.84
SSD,2029,0.53
STP,2029,0.83
SUR,2029,0.63
SWZ,2029,0.87
SYR,2029,0.64
TCD,2029,0.6
TGO,2029,0.76
THA,2029,0.96
TJK,2029,0.97
TKM,2029,0.97
TLS,2029,0.86
TON,2029,0.99
TUN,2029,0.96
TUR,2029,0.96
TUV,2029,0.96
TZA,2029,0.82
UGA,2029,0.96
UKR,2029,0.95
UZB,2029,0.99
VCT,2029,0.99
VEN,2029,0.74
VNM,2029,0.95
VUT,2029,0.54
WSM,2029,0.67
YEM,2029,0.77
ZAF,2029,0.94
ZMB,2029,0.96
ZWE,2029,0.92
AFG,2030,0.69
AGO,2030,0.39
ALB,2030,0.95
ARG,2030,0.89
ARM,2030,0.96
AZE,2030,0.96
BDI,2030,0.96
BEN,2030,0.74
BFA,2030,0.95
BGD,2030,0.97
BGR,2030,0.95
BIH,2030,0.74
BLR,2030,0.98
BLZ,2030,0.86
BOL,2030,0.82
BRA,2030,0.8
BTN,2030,0.97
BWA,2030,0.97
CAF,2030,0.45
CHN,2030,0.99
CIV,2030,0.74
CMR,2030,0.68
COD,2030,0.6
COG,2030,0.74
COL,2030,0.94
COM,2030,0.9
CPV,2030,0.96
CRI,2030,0.95
CUB,2030,0.99
DJI,2030,0.55
DMA,2030,0.96
DOM,2030,0.95
DZA,2030,0.87
ECU,2030,0.71
EGY,2030,0.96
ERI,2030,0.96
ETH,2030,0.59
FJI,2030,0.96
FSM,2030,0.7
GAB,2030,0.7
GEO,2030,0.96
GHA,2030,0.96
GIN,2030,0.51
GMB,2030,0.86
GNB,2030,0.69
GNQ,2030,0.58
GRD,2030,0.91
GTM,2030,0.89
GUY,2030,0.96
HND,2030,0.89
HTI,2030,0.71
IDN,2030,0.79
IND,2030,0.95
IRN,2030,0.99
IRQ,2030,0.82
JAM,2030,0.95
JOR,2030,0.83
KAZ,2030,0.97
KEN,2030,0.95
KGZ,2030,0.96
KHM,2030,0.92
KIR,2030,0.87
LAO,2030,0.8
LBN,2030,0.73
LBR,2030,0.63
LBY,2030,0.8
LCA,2030,0.84
LKA,2030,0.97
LSO,2030,0.96
MAR,2030,0.99
MDA,2030,0.91
MDG,2030,0.43
MDV,2030,0.99
MEX,2030,0.99
MHL,2030,0.93
MKD,2030,0.77
MLI,2030,0.77
MMR,2030,0.48
MNE,2030,0.2
MNG,2030,0.96
MOZ,2030,0.92
MRT,2030,0.69
MWI,2030,0.96
MYS,2030,0.96
NAM,2030,0.96
NER,2030,0.87
NGA,2030,0.65
NIC,2030,0.91
NPL,2030,0.96
PAK,2030,0.89
PER,2030,0.85
PHL,2030,0.62
PNG,2030,0.42
PRK,2030,0.46
PRY,2030,0.74
PSE,2030,0.98
RUS,2030,0.97
RWA,2030,0.95
SDN,2030,0.89
SEN,2030,0.95
SLB,2030,0.73
SLE,2030,0.95
SLV,2030,0.94
SOM,2030,0.5
SRB,2030,0.85
SSD,2030,0.54
STP,2030,0.84
SUR,2030,0.63
SWZ,2030,0.87
SYR,2030,0.65
TCD,2030,0.6
TGO,2030,0.77
THA,2030,0.96
TJK,2030,0.97
TKM,2030,0.97
TLS,2030,0.86
TON,2030,0.99
TUN,2030,0.96
TUR,2030,0.96
TUV,2030,0.96
TZA,2030,0.83
UGA,2030,0.96
UKR,2030,0.95
UZB,2030,0.99
VCT,2030,0.99
VEN,2030,0.74
VNM,2030,0.95
VUT,2030,0.55
WSM,2030,0.68
YEM,2030,0.78
ZAF,2030,0.95
ZMB,2030,0.96
ZWE,2030,0.93
