country,year,mcv1
MDV,2029,0.99
MEX,2029,0.77
MHL,2029,0.89
MKD,2029,0.79
MLI,2029,0.74
MMR,2029,0.88
MNE,2029,0.35
MNG,2029,0.98
MOZ,2029,0.91
MRT,2029,0.79
MWI,2029,0.96
MYS,2029,0.97
NAM,2029,0.84
NER,2029,0.83
NGA,2029,0.6
NIC,2029,0.99
NPL,2029,0.96
PAK,2029,0.85
PER,2029,0.89
PHL,2029,0.79
PNG,2029,0.39
PRK,2029,0.98
PRY,2029,0.91
PSE,2029,0.99
RUS,2029,0.98
RWA,2029,0.96
SDN,2029,0.95
SEN,2029,0.94
SLB,2029,0.85
SLE,2029,0.96
SLV,2029,0.86
SOM,2029,0.48
SRB,2029,0.91
SSD,2029,0.51
STP,2029,0.96
SUR,2029,0.67
SWZ,2029,0.85
SYR,2029,0.68
TCD,2029,0.43
TGO,2029,0.79
THA,2029,0.96
TJK,2029,0.98
TKM,2029,0.99
TLS,2029,0.89
TON,2029,0.99
TUN,2029,0.98
TUR,2029,0.97
TUV,2029,0.96
TZA,2029,0.92
UGA,2029,0.91
UKR,2029,0.96
UZB,2029,0.98
VCT,2029,0.99
VEN,2029,0.96
VNM,2029,0.96
VUT,2029,0.84
WSM,2029,0.96
YEM,2029,0.7
ZAF,2029,0.87
ZMB,2029,0.96
ZWE,2029,0.89
AFG,2030,0.68
AGO,2030,0.54
ALB,2030,0.96
ARG,2030,0.91
ARM,2030,0.96
AZE,2030,0.98
BDI,2030,0.96
BEN,2030,0.72
BFA,2030,0.93
BGD,2030,0.97
BGR,2030,0.96
BIH,2030,0.72
BLR,2030,0.98
BLZ,2030,0.96
BOL,2030,0.84
BRA,2030,0.96
BTN,2030,0.97
BWA,2030,0.97
CAF,2030,0.44
CHN,2030,0.99
CIV,2030,0.77
CMR,2030,0.64
COD,2030,0.69
COG,2030,0.77
COL,2030,0.96
COM,2030,0.96
CPV,2030,0.98
CRI,2030,0.96
CUB,2030,0.99
DJI,2030,0.88
DMA,2030,0.96
DOM,2030,0.96
DZA,2030,0.85
ECU,2030,0.88
EGY,2030,0.96
ERI,2030,0.96
ETH,2030,0.62
FJI,2030,0.96
FSM,2030,0.83
GAB,2030,0.66
GEO,2030,0.99
GHA,2030,0.96
GIN,2030,0.5
GMB,2030,0.9
GNB,2030,0.84
GNQ,2030,0.56
GRD,2030,0.96
GTM,2030,0.96
GUY,2030,0.98
HND,2030,0.94
HTI,2030,0.69
IDN,2030,0.93
IND,2030,0.96
IRN,2030,0.99
IRQ,2030,0.87
JAM,2030,0.96
JOR,2030,0.92
KAZ,2030,0.99
KEN,2030,0.94
KGZ,2030,0.96
KHM,2030,0.89
KIR,2030,0.96
LAO,2030,0.88
LBN,2030,0.87
LBR,2030,0.72
LBY,2030,0.77
LCA,2030,0.96
LKA,2030,0.99
LSO,2030,0.96
MAR,2030,0.99
MDA,2030,0.97
MDG,2030,0.58
MDV,2030,0.99
MEX,2030,0.77
MHL,2030,0.9
MKD,2030,0.8
MLI,2030,0.74
MMR,2030,0.89
MNE,2030,0.35
MNG,2030,0.98
MOZ,2030,0.92
MRT,2030,0.8
MWI,2030,0.96
MYS,2030,0.97
NAM,2030,0.85
NER,2030,0.84
NGA,2030,0.61
NIC,2030,0.99
NPL,2030,0.96
PAK,2030,0.86
PER,2030,0.9
PHL,2030,0.8
PNG,2030,0.39
PRK,2030,0.98
PRY,2030,0.92
PSE,2030,0.99
RUS,2030,0.98
RWA,2030,0.96
SDN,2030,0.96
SEN,2030,0.94
SLB,2030,0.86
SLE,2030,0.96
SLV,2030,0.87
SOM,2030,0.49
SRB,2030,0.92
SSD,2030,0.52
STP,2030,0.96
SUR,2030,0.68
SWZ,2030,0.86
SYR,2030,0.69
TCD,2030,0.44
TGO,2030,0.8
THA,2030,0.96
TJK,2030,0.98
TKM,2030,0.99
TLS,2030,0.9
TON,2030,0.99
TUN,2030,0.98
TUR,2030,0.97
TUV,2030,0.96
TZA,2030,0.93
UGA,2030,0.92
UKR,2030,0.96
UZB,2030,0.98
VCT,2030,0.99
VEN,2030,0.96
VNM,2030,0.96
VUT,2030,0.85
WSM,2030,0.96
YEM,2030,0.71
ZAF,2030,0.88
ZMB,2030,0.96
ZWE,2030,0.9
